id,host_id,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
4500272,2829908,Manhattan,Murray Hill,Entire home/apt,149,2,1,01-01-2016,0.02,1,0
4500794,23342156,Manhattan,Washington Heights,Private room,75,1,9,06-05-2016,0.2,1,0
4500897,2781725,Brooklyn,Kensington,Entire home/apt,115,7,6,19-08-2018,0.11,1,183
4501164,17074459,Manhattan,East Village,Private room,97,3,64,24-07-2017,1.15,3,0
4502545,23084155,Manhattan,Upper East Side,Entire home/apt,275,2,20,02-01-2019,0.45,1,0
4503472,23353897,Brooklyn,Park Slope,Entire home/apt,163,4,58,29-05-2019,1.38,1,132
4504049,16151285,Bronx,Williamsbridge,Private room,55,28,27,28-05-2019,0.53,4,338
4504353,1607087,Brooklyn,Crown Heights,Private room,75,2,2,15-11-2015,0.04,1,0
4507262,2282450,Manhattan,West Village,Entire home/apt,247,2,21,02-05-2018,0.41,2,173
4509357,15313939,Manhattan,Harlem,Private room,69,1,22,03-01-2017,0.47,1,365
4509500,2119276,Manhattan,Chelsea,Entire home/apt,150,30,7,14-06-2019,0.15,39,339
4509560,2119276,Manhattan,Gramercy,Entire home/apt,140,30,9,11-08-2018,0.17,39,344
4509664,23383529,Manhattan,West Village,Entire home/apt,205,2,6,27-03-2016,0.13,1,0
4512045,13282162,Manhattan,Upper West Side,Entire home/apt,148,3,35,01-07-2019,0.63,1,207
4512093,11760806,Manhattan,Upper West Side,Private room,299,1,1,23-05-2019,0.64,1,88
4512329,16685925,Manhattan,Washington Heights,Private room,49,3,3,14-07-2016,0.05,2,0
4513084,23401472,Manhattan,Harlem,Entire home/apt,150,30,1,30-07-2016,0.03,2,244
4514042,3709510,Brooklyn,Bushwick,Private room,80,1,4,28-05-2019,0.34,3,342
4516766,3388950,Brooklyn,Bedford-Stuyvesant,Private room,68,5,81,07-06-2019,1.47,6,83
4516939,3388950,Brooklyn,Bedford-Stuyvesant,Private room,72,5,89,22-05-2019,1.65,6,322
4517117,16480700,Manhattan,Harlem,Private room,97,2,146,10-06-2019,2.59,7,83
4517177,23419852,Queens,Long Island City,Entire home/apt,170,2,84,28-05-2019,1.51,1,178
4517848,7245581,Manhattan,Washington Heights,Entire home/apt,67,74,7,31-08-2018,0.14,19,251
4518242,23424461,Queens,Astoria,Entire home/apt,80,1,3,02-01-2016,0.05,1,0
4520113,22880393,Manhattan,Lower East Side,Private room,120,3,66,15-06-2019,1.27,2,295
4520941,23439479,Manhattan,Inwood,Private room,250,3,18,29-10-2018,0.35,2,336
4523324,20019392,Manhattan,East Village,Private room,200,2,109,21-06-2019,2.15,1,336
4530085,2277244,Manhattan,East Village,Entire home/apt,180,1,2,28-05-2016,0.05,1,0
4530154,3201774,Brooklyn,South Slope,Private room,53,1,105,21-06-2019,2.11,2,137
4530160,9997747,Brooklyn,Williamsburg,Entire home/apt,200,3,7,27-06-2016,0.12,1,0
4530432,7245581,Manhattan,Washington Heights,Entire home/apt,66,180,7,16-12-2018,0.14,19,330
4532435,13888249,Brooklyn,Williamsburg,Entire home/apt,165,3,15,12-05-2018,0.27,2,158
4532913,20164579,Brooklyn,Williamsburg,Private room,45,1,170,20-06-2019,5.9,1,245
4533010,23503432,Manhattan,Washington Heights,Entire home/apt,80,1,150,28-06-2019,2.68,1,35
4536637,11010205,Brooklyn,Bensonhurst,Private room,125,2,4,11-04-2018,0.07,2,0
4537198,6926899,Brooklyn,Williamsburg,Private room,90,3,4,11-06-2016,0.07,1,0
4537297,1509863,Queens,Rego Park,Entire home/apt,40,7,53,25-06-2019,0.94,1,10
4537500,3250450,Queens,Astoria,Private room,39,31,2,29-09-2017,0.04,18,310
4537520,8737911,Brooklyn,Boerum Hill,Entire home/apt,125,1,2,01-01-2015,0.04,1,0
4538012,12879538,Manhattan,Harlem,Private room,85,1,21,01-01-2018,0.38,2,343
4538019,22384027,Brooklyn,Brownsville,Private room,39,1,130,21-06-2019,2.32,10,26
4538238,3473330,Manhattan,Kips Bay,Entire home/apt,150,2,23,28-10-2018,0.41,1,12
4538274,23532244,Queens,Astoria,Entire home/apt,100,2,18,27-05-2019,0.38,1,83
4539483,2968247,Manhattan,Harlem,Entire home/apt,99,3,18,26-08-2017,0.33,1,0
4539520,23538896,Brooklyn,Crown Heights,Entire home/apt,167,4,6,02-01-2019,0.12,1,0
4541102,23548583,Brooklyn,East Flatbush,Entire home/apt,109,30,23,01-05-2019,0.44,2,221
4541187,23185328,Queens,Ditmars Steinway,Entire home/apt,127,2,12,23-11-2016,0.25,2,0
4545882,23569951,Manhattan,Upper East Side,Entire home/apt,220,3,28,23-05-2019,0.5,1,293
4545999,23570473,Brooklyn,Crown Heights,Private room,45,1,22,02-07-2019,0.96,3,339
4546034,23570593,Manhattan,Washington Heights,Private room,75,2,24,30-06-2019,0.44,1,321
4546721,23573737,Brooklyn,Williamsburg,Entire home/apt,120,5,1,31-12-2014,0.02,1,0
4547273,10411359,Manhattan,Upper West Side,Entire home/apt,120,3,33,01-07-2019,0.62,1,0
4549155,1443186,Manhattan,East Harlem,Entire home/apt,108,4,3,29-08-2016,0.07,1,0
4549248,22089583,Brooklyn,Williamsburg,Entire home/apt,200,3,3,22-10-2015,0.05,1,0
4549555,6571805,Manhattan,Upper West Side,Shared room,55,2,54,26-06-2019,1.4,2,336
4549557,23588055,Manhattan,Harlem,Private room,205,2,3,10-07-2018,0.05,1,364
4549930,19196381,Manhattan,Upper East Side,Entire home/apt,150,3,74,27-05-2019,1.33,1,263
4550041,23591164,Queens,East Elmhurst,Private room,65,1,356,23-06-2019,6.31,4,341
4550494,785283,Queens,Ditmars Steinway,Entire home/apt,150,28,50,05-05-2019,0.89,2,38
4550557,23591164,Queens,East Elmhurst,Private room,65,1,426,17-06-2019,7.53,4,312
4550602,23533897,Brooklyn,Crown Heights,Private room,75,1,77,11-06-2019,1.4,7,340
4550747,23533897,Brooklyn,Crown Heights,Private room,85,2,37,19-05-2019,0.67,7,325
4553528,2480939,Brooklyn,Williamsburg,Private room,58,1,210,02-07-2019,3.8,3,217
4553721,2480939,Brooklyn,Williamsburg,Private room,90,1,194,05-07-2019,3.81,3,229
4554473,20042936,Brooklyn,Prospect Heights,Entire home/apt,120,5,1,17-05-2016,0.03,1,0
4554577,22568612,Brooklyn,Prospect Heights,Entire home/apt,115,6,3,27-08-2017,0.06,1,0
4555470,22348314,Queens,Astoria,Entire home/apt,105,25,14,31-07-2018,0.27,1,277
4556564,23612276,Manhattan,Harlem,Private room,69,7,15,11-06-2019,0.27,1,213
4557206,6246089,Queens,Astoria,Entire home/apt,125,5,27,05-06-2019,0.5,1,2
4557370,7257731,Manhattan,Inwood,Entire home/apt,90,7,7,21-06-2019,0.15,1,249
4559096,23635670,Manhattan,Hell's Kitchen,Private room,125,1,186,07-07-2019,3.33,1,271
4563401,22885233,Manhattan,Hell's Kitchen,Entire home/apt,215,6,39,01-06-2019,1.57,1,24
4564292,23659408,Manhattan,Hell's Kitchen,Entire home/apt,107,21,193,27-10-2017,3.42,1,310
4564695,619991,Manhattan,Lower East Side,Private room,89,4,91,01-06-2019,1.86,1,16
4564840,1019170,Manhattan,East Village,Entire home/apt,175,2,81,27-06-2018,1.59,1,0
4566571,3814458,Manhattan,Midtown,Entire home/apt,450,3,12,10-04-2016,0.23,1,0
4566989,23673285,Queens,Astoria,Entire home/apt,98,6,38,02-06-2019,0.67,1,306
4567433,22384027,Brooklyn,Brownsville,Private room,39,1,89,16-08-2018,1.57,10,0
4567518,23671946,Manhattan,Morningside Heights,Entire home/apt,160,4,10,02-06-2019,0.43,2,0
4567765,1277144,Manhattan,East Village,Entire home/apt,299,2,63,01-06-2019,1.15,1,210
4567820,5650951,Brooklyn,Greenpoint,Private room,75,8,6,05-11-2018,0.14,1,0
4571518,23697064,Brooklyn,South Slope,Private room,99,5,1,09-10-2015,0.02,1,0
4571925,23699355,Manhattan,East Village,Entire home/apt,165,2,40,29-06-2016,0.73,1,0
4572225,14768898,Manhattan,Morningside Heights,Entire home/apt,145,1,12,08-09-2015,0.21,1,0
4573728,23708028,Manhattan,Lower East Side,Entire home/apt,239,3,145,30-06-2019,2.63,1,1
4573897,21935479,Manhattan,Inwood,Private room,76,2,70,08-06-2019,1.37,1,352
4574225,20559017,Manhattan,East Harlem,Private room,60,30,2,26-08-2017,0.04,9,312
4575364,23038979,Brooklyn,Cypress Hills,Entire home/apt,50,3,114,24-06-2019,2.02,1,18
4576206,22017065,Brooklyn,Prospect Heights,Entire home/apt,250,3,27,05-07-2019,0.49,1,266
4576821,4362140,Brooklyn,Bedford-Stuyvesant,Entire home/apt,140,3,11,22-09-2015,0.2,1,0
4578471,4263114,Manhattan,Hell's Kitchen,Entire home/apt,125,5,5,24-08-2015,0.09,1,0
4582684,23754530,Brooklyn,Fort Greene,Entire home/apt,150,2,99,29-06-2019,1.77,1,246
4582781,6780571,Brooklyn,Williamsburg,Entire home/apt,220,2,79,25-06-2019,1.62,1,143
4582785,13161042,Manhattan,Upper East Side,Entire home/apt,180,2,18,30-07-2017,0.33,1,0
4585734,23208658,Manhattan,East Harlem,Entire home/apt,260,3,20,20-06-2019,2.74,3,283
4586448,8503180,Manhattan,East Village,Entire home/apt,1500,30,24,22-04-2019,0.43,2,358
4586880,23776693,Brooklyn,Bedford-Stuyvesant,Private room,50,2,100,04-07-2019,3.21,3,260
4587321,23778946,Manhattan,East Village,Entire home/apt,400,3,1,02-01-2015,0.02,1,0
4588273,1500858,Manhattan,Upper West Side,Entire home/apt,225,30,7,18-06-2015,0.13,1,173
4588678,66286,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,2,2,08-08-2017,0.05,2,0
4589819,7852646,Brooklyn,Fort Greene,Private room,110,1,38,07-07-2019,2.06,1,46
4592475,4445796,Brooklyn,Greenpoint,Private room,95,1,7,02-06-2015,0.14,1,0
4593609,23810895,Manhattan,Hell's Kitchen,Entire home/apt,150,2,42,18-06-2019,0.76,1,258
4593770,23812318,Queens,Jackson Heights,Entire home/apt,100,2,21,08-04-2019,0.38,1,124
4593939,5050537,Brooklyn,Bedford-Stuyvesant,Entire home/apt,69,1,40,19-06-2019,0.83,1,3
4594389,23772724,Manhattan,Upper East Side,Entire home/apt,110,30,12,18-02-2019,0.27,15,332
4596378,23824219,Queens,East Elmhurst,Private room,44,3,46,17-03-2019,0.83,1,88
4598265,23834677,Manhattan,Harlem,Entire home/apt,155,1,242,30-06-2019,4.4,2,238
4600556,15310997,Manhattan,Upper East Side,Entire home/apt,300,30,10,28-02-2019,0.19,9,331
4601325,23847354,Manhattan,East Harlem,Private room,67,1,2,07-02-2016,0.05,1,0
4602440,6949069,Brooklyn,Greenpoint,Entire home/apt,175,4,2,30-12-2015,0.04,1,0
4603012,45609,Brooklyn,Greenpoint,Entire home/apt,149,15,22,30-04-2019,0.39,1,0
4604991,23861788,Brooklyn,Bedford-Stuyvesant,Private room,75,2,224,03-07-2019,4.44,1,74
4605840,23788242,Brooklyn,Bedford-Stuyvesant,Private room,100,3,50,15-06-2019,1.08,1,339
4606017,23867361,Manhattan,Upper West Side,Entire home/apt,129,12,20,01-05-2019,0.37,1,193
4606385,3184878,Brooklyn,Bushwick,Entire home/apt,150,1,1,17-03-2015,0.02,1,0
4606473,23862900,Manhattan,East Village,Entire home/apt,219,5,1,26-12-2014,0.02,1,0
4606614,23870076,Manhattan,Morningside Heights,Entire home/apt,185,3,10,24-08-2018,0.38,1,0
4606675,23591164,Queens,East Elmhurst,Private room,65,1,21,27-07-2017,0.38,4,0
4607923,1113080,Brooklyn,Sunset Park,Private room,55,7,98,22-05-2019,1.75,3,312
4611203,11702175,Manhattan,East Harlem,Entire home/apt,170,3,6,01-01-2017,0.11,1,0
4613154,23899573,Manhattan,Hell's Kitchen,Entire home/apt,150,7,23,26-06-2016,0.42,1,0
4614091,16437254,Brooklyn,Sunset Park,Entire home/apt,172,30,5,25-06-2019,0.09,21,328
4614146,4293340,Manhattan,East Village,Private room,79,2,2,25-12-2017,0.1,1,0
4614435,8530836,Manhattan,Harlem,Entire home/apt,100,4,5,25-09-2017,0.09,1,105
4614838,1698391,Manhattan,Hell's Kitchen,Entire home/apt,272,2,7,30-04-2019,0.13,3,277
4615631,22350590,Manhattan,Harlem,Private room,85,10,57,10-06-2019,1.03,1,6
4616452,23915731,Manhattan,Upper East Side,Entire home/apt,249,3,1,19-07-2016,0.03,1,0
4616700,1403669,Brooklyn,Fort Greene,Entire home/apt,180,4,20,05-09-2018,0.39,1,208
4620262,1599319,Manhattan,Little Italy,Private room,60,7,5,26-04-2016,0.09,1,0
4620954,23935018,Brooklyn,Bedford-Stuyvesant,Private room,85,3,1,24-10-2015,0.02,1,0
4621213,23899821,Manhattan,Upper West Side,Entire home/apt,260,2,54,01-07-2019,0.98,1,16
4621217,2119276,Manhattan,Gramercy,Entire home/apt,140,30,7,10-09-2018,0.13,39,332
4621713,2119276,Manhattan,Gramercy,Entire home/apt,185,30,5,24-01-2019,0.1,39,1
4621923,7947211,Brooklyn,Prospect Heights,Entire home/apt,126,1,44,02-07-2019,0.78,1,7
4622869,2593268,Manhattan,Chinatown,Entire home/apt,399,2,122,15-06-2019,2.24,1,109
4623217,23945185,Manhattan,East Village,Entire home/apt,100,7,6,02-03-2016,0.11,1,0
4623635,1136842,Brooklyn,Fort Greene,Entire home/apt,225,7,3,01-01-2019,0.05,1,44
4623696,2378231,Brooklyn,Greenpoint,Entire home/apt,85,4,4,29-12-2015,0.07,1,0
4623771,23267314,Manhattan,East Harlem,Entire home/apt,147,2,45,15-05-2019,0.92,2,154
4624521,9072771,Manhattan,Financial District,Private room,90,14,8,29-05-2019,0.23,2,146
4624657,23952819,Brooklyn,Bedford-Stuyvesant,Entire home/apt,500,1,1,30-08-2015,0.02,2,362
4624874,23162890,Brooklyn,Flatbush,Private room,72,3,37,15-10-2018,0.66,2,334
4625126,7799229,Brooklyn,Williamsburg,Private room,41,4,14,06-10-2018,0.37,2,0
4628603,6465286,Brooklyn,Williamsburg,Entire home/apt,180,3,103,06-06-2019,1.92,2,0
4628804,23971734,Queens,Sunnyside,Private room,67,5,4,26-10-2016,0.07,1,0
4629211,3754729,Brooklyn,Bushwick,Entire home/apt,122,3,48,04-06-2019,0.87,1,256
4629359,23974215,Manhattan,Harlem,Entire home/apt,105,3,29,20-03-2019,0.52,2,0
4629599,22503794,Brooklyn,South Slope,Private room,95,1,2,08-08-2015,0.04,1,364
4629726,23971405,Queens,Kew Gardens,Entire home/apt,100,2,1,02-01-2016,0.02,1,0
4629870,16437254,Brooklyn,Boerum Hill,Entire home/apt,130,30,3,03-09-2017,0.07,21,312
4632542,6762751,Manhattan,Harlem,Private room,107,2,92,20-05-2019,1.64,1,157
4632795,3250450,Manhattan,Upper West Side,Private room,100,30,12,23-05-2017,0.24,18,364
4632852,23991556,Bronx,Concourse,Private room,85,1,9,16-10-2017,0.18,1,342
4633258,23993707,Queens,Woodside,Private room,30,5,2,29-12-2017,0.04,2,0
4635425,23876129,Manhattan,Chinatown,Entire home/apt,175,4,57,02-03-2017,1.04,1,0
4636643,24007762,Manhattan,East Village,Entire home/apt,125,1,8,02-03-2018,0.15,1,0
4636874,23993707,Queens,Woodside,Private room,35,5,9,30-12-2018,0.16,2,0
4637014,12459436,Queens,Flushing,Entire home/apt,119,3,26,30-06-2019,0.46,2,319
4637053,24009463,Queens,Astoria,Entire home/apt,150,3,149,06-07-2019,2.71,2,133
4637145,3123405,Brooklyn,Williamsburg,Private room,55,1,4,22-02-2018,0.13,1,0
4637146,1755097,Brooklyn,Bedford-Stuyvesant,Entire home/apt,115,2,214,21-06-2019,4.07,2,108
4637858,5552587,Brooklyn,Bedford-Stuyvesant,Private room,99,5,14,25-09-2017,0.25,1,306
4638967,23974215,Manhattan,Harlem,Private room,84,2,38,15-06-2019,0.68,2,147
4639015,14380678,Manhattan,Hell's Kitchen,Private room,129,2,13,27-06-2019,0.27,1,176
4639179,3571821,Brooklyn,Bedford-Stuyvesant,Private room,44,5,86,31-12-2017,1.67,4,0
4639746,6470787,Brooklyn,Carroll Gardens,Entire home/apt,100,3,15,13-06-2016,0.27,1,0
4640515,23355801,Manhattan,Harlem,Private room,65,1,40,25-06-2019,2.88,1,45
4641291,24030482,Queens,Bellerose,Private room,99,1,3,19-05-2019,0.23,1,365
4641406,17281607,Manhattan,Harlem,Entire home/apt,100,7,2,05-01-2016,0.04,1,0
4642539,5025692,Manhattan,Hell's Kitchen,Entire home/apt,225,5,13,28-09-2018,0.24,1,0
4642913,16035346,Brooklyn,Windsor Terrace,Entire home/apt,120,7,23,05-01-2019,0.41,1,196
4643192,6694436,Manhattan,Gramercy,Entire home/apt,139,2,5,10-05-2016,0.11,1,0
4643199,13347167,Manhattan,Upper East Side,Entire home/apt,142,30,3,31-12-2018,0.09,29,321
4643295,8555319,Manhattan,Chinatown,Entire home/apt,140,4,13,29-04-2019,0.65,1,0
4644632,10992588,Brooklyn,Bedford-Stuyvesant,Entire home/apt,130,200,271,03-07-2019,4.84,2,64
4644669,24046558,Manhattan,Upper East Side,Entire home/apt,325,5,64,08-06-2019,1.15,1,330
4644688,16927633,Manhattan,Hell's Kitchen,Entire home/apt,350,2,9,12-07-2016,0.21,1,0
4644828,805843,Brooklyn,Williamsburg,Entire home/apt,175,2,5,06-01-2017,0.12,1,0
4645170,22827111,Manhattan,Hell's Kitchen,Private room,89,4,59,30-06-2019,1.06,2,286
4645319,2520125,Brooklyn,East New York,Entire home/apt,69,4,159,23-06-2019,3.25,2,48
4645824,1660261,Brooklyn,Prospect-Lefferts Gardens,Private room,40,6,10,15-04-2019,0.21,1,0
4645831,24052348,Manhattan,East Village,Shared room,65,10,21,30-12-2017,0.38,4,0
4649468,2592109,Manhattan,Upper East Side,Entire home/apt,160,14,20,20-06-2019,0.37,1,43
4649627,9492212,Brooklyn,Park Slope,Private room,135,2,88,31-12-2018,1.6,4,0
4650123,6230230,Manhattan,Lower East Side,Entire home/apt,109,3,42,13-06-2019,1.13,3,7
4650725,24075308,Brooklyn,Greenpoint,Private room,85,14,3,03-07-2015,0.05,1,0
4651354,24020050,Manhattan,Chinatown,Entire home/apt,189,4,25,15-04-2019,0.48,1,191
4651486,2563415,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,125,3,56,16-06-2019,2.42,1,19
4652629,9953720,Manhattan,East Village,Private room,140,1,1,03-01-2015,0.02,1,0
4653508,6349214,Brooklyn,Fort Greene,Entire home/apt,160,3,4,30-12-2017,0.07,1,0
4654785,24094211,Brooklyn,Park Slope,Entire home/apt,115,5,4,02-01-2017,0.08,1,0
4656361,8291260,Manhattan,Washington Heights,Entire home/apt,80,3,31,29-06-2019,0.56,1,68
4658293,7518105,Brooklyn,Windsor Terrace,Entire home/apt,198,2,7,04-06-2017,0.13,1,0
4659046,1420868,Manhattan,East Village,Entire home/apt,230,1,46,10-05-2019,0.84,1,353
4659285,23334165,Manhattan,Harlem,Entire home/apt,450,5,81,09-06-2019,1.48,3,303
4660022,745486,Manhattan,SoHo,Entire home/apt,895,1,66,24-06-2019,1.18,1,365
4660633,4517642,Manhattan,Morningside Heights,Entire home/apt,170,3,6,23-05-2016,0.11,1,0
4660939,24117644,Queens,Astoria,Private room,120,3,18,11-01-2017,0.33,2,0
4660964,24118443,Brooklyn,Williamsburg,Entire home/apt,140,2,18,28-12-2018,0.33,1,0
4661135,3175065,Brooklyn,Fort Greene,Private room,70,14,18,30-06-2019,0.35,1,128
4661662,21455957,Manhattan,Harlem,Private room,70,3,122,29-06-2019,2.19,2,243
4662584,20559017,Manhattan,East Harlem,Private room,45,30,4,14-02-2018,0.08,9,311
4662784,21688465,Brooklyn,Crown Heights,Private room,140,3,148,03-07-2019,2.88,1,0
4662889,24041562,Manhattan,Upper West Side,Entire home/apt,600,5,6,05-08-2016,0.11,1,0
4663804,24132118,Manhattan,Hell's Kitchen,Private room,79,7,1,17-06-2015,0.02,1,0
4663807,4098538,Manhattan,Harlem,Entire home/apt,55,14,2,08-01-2017,0.05,1,0
4666584,24144577,Manhattan,Harlem,Entire home/apt,275,3,41,12-05-2019,0.79,1,258
4666794,18511357,Queens,Ditmars Steinway,Private room,60,7,1,01-07-2017,0.04,1,0
4667046,24146326,Queens,Astoria,Entire home/apt,195,3,86,08-06-2019,1.69,2,248
4667146,20559017,Manhattan,East Harlem,Private room,50,30,5,30-12-2018,0.11,9,330
4667148,2312420,Manhattan,West Village,Entire home/apt,125,30,31,12-05-2019,0.83,2,346
4667707,24149026,Bronx,Concourse Village,Entire home/apt,145,5,1,02-01-2016,0.02,1,0
4668252,23772724,Manhattan,Upper East Side,Entire home/apt,99,30,15,30-04-2019,0.31,15,341
4671552,10860081,Brooklyn,Clinton Hill,Entire home/apt,130,1,9,27-12-2015,0.16,1,0
4671712,1901846,Manhattan,Lower East Side,Entire home/apt,115,3,8,19-07-2016,0.16,1,0
4671824,190409,Bronx,Highbridge,Private room,60,1,56,23-06-2019,1.09,3,355
4672445,966461,Manhattan,West Village,Entire home/apt,199,4,108,08-06-2019,1.93,1,162
4672452,3108161,Brooklyn,Williamsburg,Entire home/apt,170,3,22,26-09-2017,0.4,1,0
4677056,10476487,Manhattan,SoHo,Entire home/apt,385,3,1,16-02-2015,0.02,1,365
4677654,10387090,Brooklyn,Bushwick,Private room,37,30,6,01-09-2015,0.11,5,333
4678514,23939128,Manhattan,Harlem,Entire home/apt,80,5,5,23-11-2017,0.1,1,0
4678568,24195428,Brooklyn,Crown Heights,Private room,65,1,222,17-06-2019,3.99,1,292
4679967,7304425,Manhattan,Harlem,Private room,56,1,7,07-06-2016,0.14,1,0
4680299,23047797,Manhattan,Washington Heights,Private room,70,2,7,28-09-2016,0.13,1,0
4681193,24201950,Queens,Jackson Heights,Entire home/apt,105,7,3,27-06-2019,0.17,1,141
4681219,24208781,Manhattan,Harlem,Private room,70,2,68,19-05-2019,1.31,1,129
4686678,7759020,Manhattan,Hell's Kitchen,Entire home/apt,150,1,3,08-06-2015,0.05,1,0
4686821,24232061,Manhattan,Upper East Side,Private room,112,10,38,14-05-2019,0.78,3,157
4687896,24236837,Brooklyn,Fort Greene,Entire home/apt,80,30,6,31-05-2017,0.11,1,187
4688418,23772724,Manhattan,Upper East Side,Entire home/apt,99,30,6,16-08-2018,0.11,15,332
4690677,19007585,Manhattan,Flatiron District,Entire home/apt,110,7,11,25-03-2016,0.2,1,0
4691130,24253453,Brooklyn,Park Slope,Private room,70,2,120,04-01-2018,2.47,2,68
4691649,8501698,Brooklyn,Williamsburg,Entire home/apt,140,4,1,01-06-2016,0.03,1,0
4693338,9123948,Brooklyn,Bedford-Stuyvesant,Private room,46,4,3,03-01-2016,0.05,1,0
4694179,3753306,Manhattan,Gramercy,Entire home/apt,180,1,1,15-09-2017,0.05,1,0
4694480,24268565,Brooklyn,Cobble Hill,Entire home/apt,250,1,185,05-07-2019,3.32,1,209
4694622,24269297,Brooklyn,Bushwick,Private room,75,3,41,25-06-2019,0.81,1,294
4694625,1843216,Manhattan,Lower East Side,Entire home/apt,250,4,26,15-06-2019,0.61,1,102
4694688,4217567,Manhattan,Chelsea,Entire home/apt,250,3,2,03-01-2016,0.04,1,0
4695408,15642271,Manhattan,Washington Heights,Private room,60,1,3,13-07-2015,0.05,1,0
4697809,4259327,Manhattan,Flatiron District,Private room,95,7,10,26-05-2018,0.18,1,331
4698079,24067453,Manhattan,East Village,Entire home/apt,138,11,5,03-01-2017,0.09,1,0
4698707,5352419,Brooklyn,Vinegar Hill,Entire home/apt,550,20,1,12-06-2018,0.08,1,220
4699535,41358,Brooklyn,Fort Greene,Entire home/apt,145,2,1,28-09-2015,0.02,1,0
4699963,24295835,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,100,3,15,24-05-2017,0.27,1,0
4700082,21409261,Brooklyn,Fort Greene,Entire home/apt,119,4,19,23-07-2017,0.36,1,0
4700565,24298733,Brooklyn,Bushwick,Private room,48,4,1,22-08-2015,0.02,2,0
4700894,10535719,Manhattan,East Harlem,Entire home/apt,200,7,28,23-06-2019,0.55,3,363
4701270,15702523,Manhattan,Lower East Side,Private room,64,2,58,09-12-2018,1.05,1,0
4701425,7460434,Manhattan,East Village,Private room,120,3,25,06-06-2019,0.46,2,89
4701749,24304871,Brooklyn,Flatbush,Private room,50,2,23,01-04-2019,0.42,1,0
4701802,10568263,Brooklyn,Boerum Hill,Entire home/apt,190,2,8,08-06-2019,0.87,1,0
4704813,24319884,Manhattan,Upper East Side,Entire home/apt,235,7,8,29-08-2017,0.16,1,0
4705670,24117644,Queens,Astoria,Private room,70,3,74,26-06-2019,1.38,2,285
4706957,633339,Manhattan,East Harlem,Shared room,60,1,4,31-08-2015,0.08,1,0
4707057,6327629,Manhattan,Harlem,Private room,90,3,1,08-12-2014,0.02,1,0
4707159,529546,Manhattan,Hell's Kitchen,Private room,125,1,1,27-12-2014,0.02,2,0
4708314,1265619,Brooklyn,Williamsburg,Entire home/apt,120,2,8,17-03-2019,0.16,1,8
4708609,19972390,Brooklyn,Greenpoint,Private room,55,1,24,17-06-2016,0.44,1,157
4709252,1511206,Manhattan,East Harlem,Private room,150,2,1,30-09-2015,0.02,1,0
4710102,24343117,Manhattan,East Harlem,Entire home/apt,175,3,44,28-09-2016,0.8,1,280
4710315,129558,Brooklyn,Greenpoint,Entire home/apt,112,2,8,10-10-2016,0.18,1,0
4710488,24344873,Manhattan,Kips Bay,Entire home/apt,200,10,3,01-01-2016,0.05,1,0
4711070,24347671,Queens,Sunnyside,Shared room,105,1,19,26-05-2019,0.54,1,364
4713896,10148113,Brooklyn,Bedford-Stuyvesant,Private room,70,2,3,04-02-2015,0.05,1,0
4714600,12098551,Manhattan,Kips Bay,Private room,115,3,1,02-01-2015,0.02,2,0
4714854,23772724,Manhattan,Upper East Side,Entire home/apt,99,30,6,10-03-2019,0.15,15,225
4715740,13976132,Manhattan,Harlem,Entire home/apt,120,3,133,22-06-2019,2.39,1,4
4716613,2466294,Brooklyn,Bushwick,Private room,90,2,8,21-05-2018,0.16,2,363
4717237,2358032,Brooklyn,Bushwick,Entire home/apt,70,4,8,17-09-2017,0.33,1,0
4717267,24370211,Brooklyn,Williamsburg,Private room,52,6,1,11-01-2016,0.02,2,0
4717296,24009463,Queens,Long Island City,Entire home/apt,150,3,63,20-06-2019,1.34,2,187
4717440,3237577,Manhattan,Chinatown,Entire home/apt,170,3,94,23-06-2019,1.71,1,7
4718031,9633085,Brooklyn,Williamsburg,Entire home/apt,132,4,7,20-08-2018,0.16,1,0
4718314,24374791,Brooklyn,Bedford-Stuyvesant,Entire home/apt,90,4,12,14-04-2016,0.22,2,0
4718436,4655338,Brooklyn,Williamsburg,Entire home/apt,525,6,28,16-06-2019,0.5,1,365
4718809,8778846,Manhattan,East Harlem,Entire home/apt,249,1,67,23-09-2016,1.25,1,0
4719825,24381419,Manhattan,Upper West Side,Entire home/apt,160,2,6,09-08-2015,0.11,1,0
4720086,24382598,Manhattan,Harlem,Entire home/apt,125,1,142,01-07-2019,2.55,1,266
4720460,1887912,Manhattan,Upper West Side,Entire home/apt,150,30,31,21-05-2019,0.59,1,213
4720719,19924780,Manhattan,Chelsea,Entire home/apt,1000,2,95,30-12-2018,1.7,1,353
4720783,9288052,Brooklyn,Clinton Hill,Private room,50,2,15,09-09-2018,0.29,2,0
4720789,855266,Manhattan,West Village,Entire home/apt,250,5,1,17-10-2017,0.05,1,0
4721007,6720617,Brooklyn,Crown Heights,Private room,40,1,1,06-01-2015,0.02,1,0
4724943,24403405,Brooklyn,Crown Heights,Entire home/apt,82,1,1,01-01-2015,0.02,1,0
