ID,Name,Gender,Age,Height,Weight,Team,NOC,Year,Season,Games,City,Sport,Event,Medal
26495,Teun Floris de Nooijer,M,36,184,79,Netherlands,NED,2012,Summer,2012 Summer,London,Hockey,Hockey Men's Hockey,Silver
26498,Mayobanex de leo,M,23,171,61,Dominican Republic,DOM,2016,Summer,2016 Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,NA
26499,Augusto Dutra de Oliveira,M,26,180,70,Brazil,BRA,2016,Summer,2016 Summer,Rio de Janeiro,Athletics,Athletics Men's Pole Vault,NA
26508,Ingrid de Oliveira,F,20,160,58,Brazil,BRA,2016,Summer,2016 Summer,Rio de Janeiro,Diving,Diving Women's Platform,NA
26508,Ingrid de Oliveira,F,20,160,58,Brazil,BRA,2016,Summer,2016 Summer,Rio de Janeiro,Diving,Diving Women's Synchronized Platform,NA
26510,Joo Vtor de Oliveira,M,24,190,87,Brazil,BRA,2016,Summer,2016 Summer,Rio de Janeiro,Athletics,Athletics Men's 110 metres Hurdles,NA
26512,Jlio Csar Miranda de Oliveira,M,30,185,95,Brazil,BRA,2016,Summer,2016 Summer,Rio de Janeiro,Athletics,Athletics Men's Javelin Throw,NA
26530,Daynara Lopes Ferreira de Paula,F,23,163,55,Brazil,BRA,2012,Summer,2012 Summer,London,Swimming,Swimming Women's 100 metres Freestyle,NA
26530,Daynara Lopes Ferreira de Paula,F,23,163,55,Brazil,BRA,2012,Summer,2012 Summer,London,Swimming,Swimming Women's 100 metres Butterfly,NA
26530,Daynara Lopes Ferreira de Paula,F,27,163,55,Brazil,BRA,2016,Summer,2016 Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,NA
26530,Daynara Lopes Ferreira de Paula,F,27,163,55,Brazil,BRA,2016,Summer,2016 Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Butterfly,NA
26530,Daynara Lopes Ferreira de Paula,F,27,163,55,Brazil,BRA,2016,Summer,2016 Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,NA
26551,Laurens De Plus,M,20,188,67,Belgium,BEL,2016,Summer,2016 Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",NA
26623,Alexandre De Saedeleer,M,24,183,77,Belgium,BEL,2012,Summer,2012 Summer,London,Hockey,Hockey Men's Hockey,NA
26651,rica Rocha de Sena,F,31,168,55,Brazil,BRA,2016,Summer,2016 Summer,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,NA
26656,Joo Paulo de Leiria e Silva,M,51,176,90,Angola,ANG,2016,Summer,2016 Summer,Rio de Janeiro,Shooting,Shooting Men's Trap,NA
26690,Leticia Cherpe de Souza,F,20,165,49,Brazil,BRA,2016,Summer,2016 Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,NA
26717,Jos Guilherme de Toledo,M,22,193,97,Brazil,BRA,2016,Summer,2016 Summer,Rio de Janeiro,Handball,Handball Men's Handball,NA
26718,Zoe Michaela  de Toledo,F,29,172,58,Great Britain,GBR,2016,Summer,2016 Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Silver
26721,Pablo Martn de Torres,M,32,190,86,Argentina,ARG,2016,Summer,2016 Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",NA
26730,Lisa Marie De Vanna,F,31,156,53,Australia,AUS,2016,Summer,2016 Summer,Rio de Janeiro,Football,Football Women's Football,NA
26735,Manuel De Vecchi,M,31,182,91,Italy,ITA,2012,Summer,2012 Summer,London,Cycling,Cycling Men's BMX,NA
26741,Moira De Villiers,F,22,168,70,New Zealand,NZL,2012,Summer,2012 Summer,London,Judo,Judo Women's Middleweight,NA
26750,Liesbet De Vocht,F,33,167,61,Belgium,BEL,2012,Summer,2012 Summer,London,Cycling,"Cycling Women's Road Race, Individual",NA
26750,Liesbet De Vocht,F,33,167,61,Belgium,BEL,2012,Summer,2012 Summer,London,Cycling,Cycling Women's Individual Time Trial,NA
26751,Bob de Voogd,M,23,183,80,Netherlands,NED,2012,Summer,2012 Summer,London,Hockey,Hockey Men's Hockey,Silver
26751,Bob de Voogd,M,27,183,80,Netherlands,NED,2016,Summer,2016 Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,NA
26753,Charlotte De Vos,F,28,166,59,Belgium,BEL,2012,Summer,2012 Summer,London,Hockey,Hockey Women's Hockey,NA
26773,Xan de Waard,F,20,163,55,Netherlands,NED,2016,Summer,2016 Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Silver
26783,Sander Sebastiaan de Wijn,M,22,183,78,Netherlands,NED,2012,Summer,2012 Summer,London,Hockey,Hockey Men's Hockey,Silver
26783,Sander Sebastiaan de Wijn,M,26,183,78,Netherlands,NED,2016,Summer,2016 Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,NA
26790,Reginald de Windt,M,28,178,81,Individual Olympic Athletes,IOA,2012,Summer,2012 Summer,London,Judo,Judo Men's Half-Middleweight,NA
26791,Frank de Wit,M,20,184,81,Netherlands,NED,2016,Summer,2016 Summer,Rio de Janeiro,Judo,Judo Men's Half-Middleweight,NA
26795,Laura de Witte,F,20,173,61,Netherlands,NED,2016,Summer,2016 Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,NA
26796,Lisanne de Witte,F,23,175,60,Netherlands,NED,2016,Summer,2016 Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,NA
26804,Liam Andrew De Young,M,30,179,75,Australia,AUS,2012,Summer,2012 Summer,London,Hockey,Hockey Men's Hockey,Bronze
26810,Matthias de Zordo,M,24,190,98,Germany,GER,2012,Summer,2012 Summer,London,Athletics,Athletics Men's Javelin Throw,NA
26826,Marcell Dek Nagy,M,20,186,73,Hungary,HUN,2012,Summer,2012 Summer,London,Athletics,Athletics Men's 400 metres,NA
26827,Mihly Dek-Brdos,M,37,195,120,Hungary,HUN,2012,Summer,2012 Summer,London,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",NA
26829,Nathan Douglas Deakes,M,34,183,66,Australia,AUS,2012,Summer,2012 Summer,London,Athletics,Athletics Men's 50 kilometres Walk,NA
26837,Anthony Dean,M,25,175,87,Australia,AUS,2016,Summer,2016 Summer,Rio de Janeiro,Cycling,Cycling Men's BMX,NA
26848,Roderick Genki Dean,M,20,182,86,Japan,JPN,2012,Summer,2012 Summer,London,Athletics,Athletics Men's Javelin Throw,NA
26849,"William ""Will"" Dean",M,25,195,95,Canada,CAN,2012,Summer,2012 Summer,London,Rowing,Rowing Men's Coxless Fours,NA
26849,"William ""Will"" Dean",M,29,195,95,Canada,CAN,2016,Summer,2016 Summer,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,NA
26861,Timothy Deavin,M,27,185,77,Australia,AUS,2012,Summer,2012 Summer,London,Hockey,Hockey Men's Hockey,Bronze
26861,Timothy Deavin,M,32,185,77,Australia,AUS,2016,Summer,2016 Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,NA
26873,Fanny Deberghes,F,22,170,65,France,FRA,2016,Summer,2016 Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,NA
26880,Rajmond Debevec,M,49,182,72,Slovenia,SLO,2012,Summer,2012 Summer,London,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",NA
26880,Rajmond Debevec,M,49,182,72,Slovenia,SLO,2012,Summer,2012 Summer,London,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Bronze
26881,"Dbora Cristiane ""Debinha"" de Oliveira",F,24,157,55,Brazil,BRA,2016,Summer,2016 Summer,Rio de Janeiro,Football,Football Women's Football,NA
26913,Gabriel Alejandro Deck,M,21,197,107,Argentina,ARG,2016,Summer,2016 Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,NA
26919,dm Jozsef Decker,M,32,203,115,Hungary,HUN,2016,Summer,2016 Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,NA
26922,Attila Decker,M,28,197,94,Hungary,HUN,2016,Summer,2016 Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,NA
26934,Fernanda Demtrio Decnop Coelho,F,29,172,67,Brazil,BRA,2016,Summer,2016 Summer,Rio de Janeiro,Sailing,Sailing Women's One Person Dinghy,NA
26938,Lucie Dcosse,F,30,168,70,France,FRA,2012,Summer,2012 Summer,London,Judo,Judo Women's Middleweight,Gold
26949,Tams Decsi,M,33,178,82,Hungary,HUN,2016,Summer,2016 Summer,Rio de Janeiro,Fencing,"Fencing Men's Sabre, Individual",NA
26967,Oskar Deecke,M,26,183,78,Germany,GER,2012,Summer,2012 Summer,London,Hockey,Hockey Men's Hockey,Gold
26969,Andrea Deelstra,F,31,164,46,Netherlands,NED,2016,Summer,2016 Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,NA
26977,Lisa-Marie Deetlefs,F,24,169,63,South Africa,RSA,2012,Summer,2012 Summer,London,Hockey,Hockey Women's Hockey,NA
26980,Meseret Defar Tola,F,28,159,42,Ethiopia,ETH,2012,Summer,2012 Summer,London,Athletics,"Athletics Women's 5,000 metres",Gold
26982,Pablo Defazio Abella,M,35,170,67,Uruguay,URU,2016,Summer,2016 Summer,Rio de Janeiro,Sailing,Sailing Mixed Multihull,NA
26991,Hlne Defrance,F,29,179,66,France,FRA,2016,Summer,2016 Summer,Rio de Janeiro,Sailing,Sailing Women's Two Person Dinghy,Bronze
27005,John Degenkolb,M,23,180,79,Germany,GER,2012,Summer,2012 Summer,London,Cycling,"Cycling Men's Road Race, Individual",NA
27007,Adrien Deghelt,M,27,185,77,Belgium,BEL,2012,Summer,2012 Summer,London,Athletics,Athletics Men's 110 metres Hurdles,NA
27025,Yegor Andreyevich Degtyaryov,M,20,202,96,Russia,RUS,2012,Summer,2012 Summer,London,Swimming,Swimming Men's 400 metres Freestyle,NA
27033,Zahra Dehghan Abnavi,F,24,156,57,Iran,IRI,2012,Summer,2012 Summer,London,Archery,Archery Women's Individual,NA
27047,Markus Deibler,M,22,197,94,Germany,GER,2012,Summer,2012 Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,NA
27047,Markus Deibler,M,22,197,94,Germany,GER,2012,Summer,2012 Summer,London,Swimming,Swimming Men's 200 metres Individual Medley,NA
27047,Markus Deibler,M,22,197,94,Germany,GER,2012,Summer,2012 Summer,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,NA
27048,Steffen Deibler,M,25,186,81,Germany,GER,2012,Summer,2012 Summer,London,Swimming,Swimming Men's 100 metres Butterfly,NA
27048,Steffen Deibler,M,25,186,81,Germany,GER,2012,Summer,2012 Summer,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,NA
27048,Steffen Deibler,M,29,186,81,Germany,GER,2016,Summer,2016 Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,NA
27048,Steffen Deibler,M,29,186,81,Germany,GER,2016,Summer,2016 Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Butterfly,NA
27048,Steffen Deibler,M,29,186,81,Germany,GER,2016,Summer,2016 Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,NA
27052,Francesca Deidda,F,24,164,49,Italy,ITA,2016,Summer,2016 Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,NA
27062,Veerle Dejaeghere,F,43,159,46,Belgium,BEL,2016,Summer,2016 Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,NA
27072,Jrme Dekeyser,M,28,183,76,Belgium,BEL,2012,Summer,2012 Summer,London,Hockey,Hockey Men's Hockey,NA
27073,Iryna Mykhailivna Dekha,F,20,174,86,Ukraine,UKR,2016,Summer,2016 Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Heavyweight,NA
27081,Inge Dekker,F,26,183,67,Netherlands,NED,2012,Summer,2012 Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
27081,Inge Dekker,F,26,183,67,Netherlands,NED,2012,Summer,2012 Summer,London,Swimming,Swimming Women's 100 metres Butterfly,NA
27081,Inge Dekker,F,26,183,67,Netherlands,NED,2012,Summer,2012 Summer,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay,NA
27081,Inge Dekker,F,30,183,67,Netherlands,NED,2016,Summer,2016 Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,NA
27081,Inge Dekker,F,30,183,67,Netherlands,NED,2016,Summer,2016 Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,NA
27093,Dieter Dekoninck,M,21,190,85,Belgium,BEL,2012,Summer,2012 Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,NA
27093,Dieter Dekoninck,M,21,190,85,Belgium,BEL,2012,Summer,2012 Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
27093,Dieter Dekoninck,M,25,190,85,Belgium,BEL,2016,Summer,2016 Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,NA
27093,Dieter Dekoninck,M,25,190,85,Belgium,BEL,2016,Summer,2016 Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
27095,Tatyana Valeryevna Dektyareva,F,31,174,60,Russia,RUS,2012,Summer,2012 Summer,London,Athletics,Athletics Women's 100 metres Hurdles,NA
27104,Stanly Jos del Carmen Cruz,M,20,163,62,Dominican Republic,DOM,2016,Summer,2016 Summer,Rio de Janeiro,Athletics,Athletics Men's 200 metres,NA
27104,Stanly Jos del Carmen Cruz,M,20,163,62,Dominican Republic,DOM,2016,Summer,2016 Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,NA
27105,Bianca Del Carretto,F,26,173,54,Italy,ITA,2012,Summer,2012 Summer,London,Fencing,"Fencing Women's epee, Individual",NA
27105,Bianca Del Carretto,F,26,173,54,Italy,ITA,2012,Summer,2012 Summer,London,Fencing,"Fencing Women's epee, Team",NA
27113,Antonella Del Core,F,31,180,75,Italy,ITA,2012,Summer,2012 Summer,London,Volleyball,Volleyball Women's Volleyball,NA
27113,Antonella Del Core,F,35,180,75,Italy,ITA,2016,Summer,2016 Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,NA
27123,Marco Del Lungo,M,26,190,97,Italy,ITA,2016,Summer,2016 Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Bronze
27129,ngela del Pan Moruno,F,31,173,68,Spain,ESP,2016,Summer,2016 Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,NA
27131,Ajla Del Ponte,F,20,168,56,Switzerland,SUI,2016,Summer,2016 Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,NA
27132,Juan Martn del Potro,M,23,198,97,Argentina,ARG,2012,Summer,2012 Summer,London,Tennis,Tennis Men's Singles,Bronze
27132,Juan Martn del Potro,M,23,198,97,Argentina,ARG,2012,Summer,2012 Summer,London,Tennis,Tennis Mixed Doubles,NA
27132,Juan Martn del Potro,M,27,198,97,Argentina,ARG,2016,Summer,2016 Summer,Rio de Janeiro,Tennis,Tennis Men's Singles,Silver
27132,Juan Martn del Potro,M,27,198,97,Argentina-1,ARG,2016,Summer,2016 Summer,Rio de Janeiro,Tennis,Tennis Men's Doubles,NA
27136,Diego Alan del Real Galindo,M,22,188,112,Mexico,MEX,2016,Summer,2016 Summer,Rio de Janeiro,Athletics,Athletics Men's Hammer Throw,NA
27151,Matas Andrs del Solar Goldsmith,M,36,184,82,Chile,CHI,2012,Summer,2012 Summer,London,Sailing,Sailing Men's One Person Dinghy,NA
27151,Matas Andrs del Solar Goldsmith,M,40,184,82,Chile,CHI,2016,Summer,2016 Summer,Rio de Janeiro,Sailing,Sailing Men's One Person Dinghy,NA
27168,Graham DeLaet,M,34,180,NA,Canada,CAN,2016,Summer,2016 Summer,Rio de Janeiro,Golf,Golf Men's Individual,NA
27176,"Evangelos Ioannis ""Vangelis"" Delakas",M,27,189,90,Greece,GRE,2012,Summer,2012 Summer,London,Water Polo,Water Polo Men's Water Polo,NA
27176,"Evangelos Ioannis ""Vangelis"" Delakas",M,31,189,90,Greece,GRE,2016,Summer,2016 Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,NA
27188,Sabrina Julienne Francine Delannoy,F,30,171,62,France,FRA,2016,Summer,2016 Summer,Rio de Janeiro,Football,Football Women's Football,NA
27201,Barnab Delarze,M,22,193,100,Switzerland,SUI,2016,Summer,2016 Summer,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,NA
27203,Miguel Delas de Andrs,M,28,170,72,Spain,ESP,2012,Summer,2012 Summer,London,Hockey,Hockey Men's Hockey,NA
27203,Miguel Delas de Andrs,M,32,170,72,Spain,ESP,2016,Summer,2016 Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,NA
27206,Marie Claire Delattre-Demory,F,31,172,61,France,FRA,2012,Summer,2012 Summer,London,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",NA
27208,Eric Delaunay,M,28,178,83,France,FRA,2016,Summer,2016 Summer,Rio de Janeiro,Shooting,Shooting Men's Skeet,NA
27215,Stany Delayre,M,24,182,72,France,FRA,2012,Summer,2012 Summer,London,Rowing,Rowing Men's Lightweight Double Sculls,NA
27221,Federico Delbonis,M,25,190,88,Argentina,ARG,2016,Summer,2016 Summer,Rio de Janeiro,Tennis,Tennis Men's Singles,NA
27221,Federico Delbonis,M,25,190,88,Argentina-2,ARG,2016,Summer,2016 Summer,Rio de Janeiro,Tennis,Tennis Men's Doubles,NA
27247,Simon Delestre,M,31,174,67,France,FRA,2012,Summer,2012 Summer,London,Equestrianism,"Equestrianism Mixed Jumping, Individual",NA
27247,Simon Delestre,M,31,174,67,France,FRA,2012,Summer,2012 Summer,London,Equestrianism,"Equestrianism Mixed Jumping, Team",NA
27256,Carlos Francisco Delfino,M,29,196,95,Argentina,ARG,2012,Summer,2012 Summer,London,Basketball,Basketball Men's Basketball,NA
27256,Carlos Francisco Delfino,M,33,196,95,Argentina,ARG,2016,Summer,2016 Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,NA
27260,Lucien Delfour,M,27,177,69,Australia,AUS,2016,Summer,2016 Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, Slalom",NA
27263,Angelica Delgado,F,25,160,52,United States,USA,2016,Summer,2016 Summer,Rio de Janeiro,Judo,Judo Women's Half-Lightweight,NA
27275,Blanca Isabel Delgado Plancarte,F,25,168,59,Mexico,MEX,2012,Summer,2012 Summer,London,Synchronized Swimming,Synchronized Swimming Women's Duet,NA
27280,Lindolfo Delgado Garza,M,21,174,60,Mexico,MEX,2016,Summer,2016 Summer,Rio de Janeiro,Boxing,Boxing Men's Lightweight,NA
27285,Marlo Delgado Suarez,M,19,184,75,Ecuador,ECU,2012,Summer,2012 Summer,London,Boxing,Boxing Men's Middleweight,NA
27285,Marlo Delgado Suarez,M,23,184,75,Ecuador,ECU,2016,Summer,2016 Summer,Rio de Janeiro,Boxing,Boxing Men's Middleweight,NA
27296,Cindy Solangie Delgado Buitrago,F,26,155,57,Colombia,COL,2016,Summer,2016 Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,NA
27307,Marcos Nicols Dela,M,24,209,105,Argentina,ARG,2016,Summer,2016 Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,NA
27314,Marie-Laure Delie,F,24,172,65,France,FRA,2012,Summer,2012 Summer,London,Football,Football Women's Football,NA
27314,Marie-Laure Delie,F,28,172,65,France,FRA,2016,Summer,2016 Summer,Rio de Janeiro,Football,Football Women's Football,NA
27319,Nikolaos Deligiannis,M,35,190,96,Greece,GRE,2012,Summer,2012 Summer,London,Water Polo,Water Polo Men's Water Polo,NA
27330,Natalie Dell,F,27,175,75,United States,USA,2012,Summer,2012 Summer,London,Rowing,Rowing Women's Quadruple Sculls,Bronze
27335,Francesco Dell'Uomo,M,25,169,62,Italy,ITA,2012,Summer,2012 Summer,London,Diving,Diving Men's Platform,NA
27351,Casey Dellacqua,F,27,167,69,Australia-2,AUS,2012,Summer,2012 Summer,London,Tennis,Tennis Women's Doubles,NA
27355,"Matthew ""Matt"" Dellavedova",M,21,193,89,Australia,AUS,2012,Summer,2012 Summer,London,Basketball,Basketball Men's Basketball,NA
27355,"Matthew ""Matt"" Dellavedova",M,25,193,89,Australia,AUS,2016,Summer,2016 Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,NA
27356,Moana Delle,F,23,167,57,Germany,GER,2012,Summer,2012 Summer,London,Sailing,Sailing Women's Windsurfer,NA
27357,Elena Delle Donne,F,26,195,86,United States,USA,2016,Summer,2016 Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Gold
27359,Nico Luca Marc Delle Karth,M,28,180,74,Austria,AUT,2012,Summer,2012 Summer,London,Sailing,Sailing Men's Skiff,NA
27359,Nico Luca Marc Delle Karth,M,32,180,74,Austria,AUT,2016,Summer,2016 Summer,Rio de Janeiro,Sailing,Sailing Men's Skiff,NA
27374,Hlne Delme,F,25,167,57,Belgium,BEL,2012,Summer,2012 Summer,London,Hockey,Hockey Women's Hockey,NA
27380,"Cynthia ""Janay"" DeLoach (-Soukup)",F,26,166,58,United States,USA,2012,Summer,2012 Summer,London,Athletics,Athletics Women's Long Jump,Bronze
27380,"Cynthia ""Janay"" DeLoach (-Soukup)",F,30,166,58,United States,USA,2016,Summer,2016 Summer,Rio de Janeiro,Athletics,Athletics Women's Long Jump,NA
27390,No Delpech,M,30,181,82,France,FRA,2016,Summer,2016 Summer,Rio de Janeiro,Sailing,Sailing Men's Skiff,NA
27393,"Nicholas ""Nick"" Delpopolo",M,23,173,77,United States,USA,2012,Summer,2012 Summer,London,Judo,Judo Men's Lightweight,NA
27393,"Nicholas ""Nick"" Delpopolo",M,27,173,77,United States,USA,2016,Summer,2016 Summer,Rio de Janeiro,Judo,Judo Men's Lightweight,NA
27414,Dmytro Oleksiyovych Dem'ianiuk,M,29,200,84,Ukraine,UKR,2012,Summer,2012 Summer,London,Athletics,Athletics Men's High Jump,NA
27424,Andrey Yuryevich Demanov,M,27,178,94,Russia,RUS,2012,Summer,2012 Summer,London,Weightlifting,Weightlifting Men's Middle-Heavyweight,NA
27428,Arnaud Demare,M,20,180,74,France,FRA,2012,Summer,2012 Summer,London,Cycling,"Cycling Men's Road Race, Individual",NA
27437,Moussa Dembele,M,23,182,78,Senegal,SEN,2012,Summer,2012 Summer,London,Athletics,Athletics Men's 110 metres Hurdles,NA
27438,Siraba Dembl,F,26,172,64,France,FRA,2012,Summer,2012 Summer,London,Handball,Handball Women's Handball,NA
27438,Siraba Dembl,F,30,172,64,France,FRA,2016,Summer,2016 Summer,Rio de Janeiro,Handball,Handball Women's Handball,Silver
27448,Dirk Demeersman,M,48,170,68,Belgium,BEL,2012,Summer,2012 Summer,London,Equestrianism,"Equestrianism Mixed Jumping, Individual",NA
27448,Dirk Demeersman,M,48,170,68,Belgium,BEL,2012,Summer,2012 Summer,London,Equestrianism,"Equestrianism Mixed Jumping, Team",NA
27450,Yigrem Demelash,M,22,167,48,Ethiopia,ETH,2016,Summer,2016 Summer,Rio de Janeiro,Athletics,"Athletics Men's 10,000 metres",NA
27453,Yana Mykhailivna Dementieva,F,33,182,75,Ukraine,UKR,2012,Summer,2012 Summer,London,Rowing,Rowing Women's Quadruple Sculls,Gold
27464,Bence Demeter,M,26,180,72,Hungary,HUN,2016,Summer,2016 Summer,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Men's Individual,NA
27479,Oksana Yevgenyevna Demidova,F,18,167,54,Belarus,BLR,2012,Summer,2012 Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,NA
27488,Mirela Krasimirova Demireva,F,26,180,58,Bulgaria,BUL,2016,Summer,2016 Summer,Rio de Janeiro,Athletics,Athletics Women's High Jump,Silver
27489,Ali Eren Demirezen,M,26,189,91,Turkey,TUR,2016,Summer,2016 Summer,Rio de Janeiro,Boxing,Boxing Men's Super-Heavyweight,NA
27495,Soner Demirta,M,25,170,74,Turkey,TUR,2016,Summer,2016 Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Freestyle",Bronze
27503,Abdelghani Demmou,M,27,185,75,Algeria,ALG,2016,Summer,2016 Summer,Rio de Janeiro,Football,Football Men's Football,NA
27513,"Jeffery ""Jeff"" Demps",M,22,175,82,United States,USA,2012,Summer,2012 Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,NA
27516,"Nicholas Charles ""Nick"" Dempsey",M,31,180,71,Great Britain,GBR,2012,Summer,2012 Summer,London,Sailing,Sailing Men's Windsurfer,Silver
27516,"Nicholas Charles ""Nick"" Dempsey",M,35,180,71,Great Britain,GBR,2016,Summer,2016 Summer,Rio de Janeiro,Sailing,Sailing Men's Windsurfer,Silver
27524,Lashinda Monique Demus,F,29,170,60,United States,USA,2012,Summer,2012 Summer,London,Athletics,Athletics Women's 400 metres Hurdles,Silver
27528,Valentin Demyanenko,M,28,193,93,Azerbaijan,AZE,2012,Summer,2012 Summer,London,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",NA
27528,Valentin Demyanenko,M,32,193,93,Azerbaijan,AZE,2016,Summer,2016 Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",Silver
27531,Hanna Demydova,F,25,178,50,Ukraine,UKR,2012,Summer,2012 Summer,London,Athletics,Athletics Women's Triple Jump,NA
27543,Kouami Sacha Denanyoh,M,32,176,84,Togo,TOG,2012,Summer,2012 Summer,London,Judo,Judo Men's Half-Middleweight,NA
27545,Felix Denayer,M,22,190,85,Belgium,BEL,2012,Summer,2012 Summer,London,Hockey,Hockey Men's Hockey,NA
27545,Felix Denayer,M,26,190,85,Belgium,BEL,2016,Summer,2016 Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Silver
27565,Deng Daokun,M,34,185,82,China,CHN,2012,Summer,2012 Summer,London,Sailing,Sailing Men's Two Person Dinghy,NA
27569,Deng Linlin,F,20,144,34,China,CHN,2012,Summer,2012 Summer,London,Gymnastics,Gymnastics Women's Individual All-Around,NA
27569,Deng Linlin,F,20,144,34,China,CHN,2012,Summer,2012 Summer,London,Gymnastics,Gymnastics Women's Team All-Around,NA
27569,Deng Linlin,F,20,144,34,China,CHN,2012,Summer,2012 Summer,London,Gymnastics,Gymnastics Women's Floor Exercise,NA
27569,Deng Linlin,F,20,144,34,China,CHN,2012,Summer,2012 Summer,London,Gymnastics,Gymnastics Women's Uneven Bars,NA
27569,Deng Linlin,F,20,144,34,China,CHN,2012,Summer,2012 Summer,London,Gymnastics,Gymnastics Women's Balance Beam,Gold
27570,Luol Ajou Deng,M,27,206,104,Great Britain,GBR,2012,Summer,2012 Summer,London,Basketball,Basketball Men's Basketball,NA
27571,Deng Senyue,F,20,160,43,China,CHN,2012,Summer,2012 Summer,London,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,NA
27572,Deng Shudi,M,24,163,58,China,CHN,2016,Summer,2016 Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,NA
27572,Deng Shudi,M,24,163,58,China,CHN,2016,Summer,2016 Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,Bronze
27572,Deng Shudi,M,24,163,58,China,CHN,2016,Summer,2016 Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise,NA
27572,Deng Shudi,M,24,163,58,China,CHN,2016,Summer,2016 Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Parallel Bars,NA
