id,host_name,neighbourhood_group,neighbourhood,last_review
1785942,Natasha,Brooklyn,Prospect-Lefferts Gardens,29-06-2019
1788989,Tanja,Manhattan,Nolita,01-09-2016
1789715,Shane,Manhattan,Upper East Side,19-10-2014
1791105,Ephraim,Manhattan,Harlem,24-05-2019
1793091,Ana Maria,Manhattan,Upper West Side,25-06-2019
1793411,Ki,Manhattan,East Village,01-12-2015
1794250,Ana,Brooklyn,Williamsburg,20-05-2019
1796722,Cory,Brooklyn,Williamsburg,15-06-2019
1797025,Mike,Brooklyn,Crown Heights,17-06-2019
1798210,Maegan,Manhattan,East Village,05-09-2016
1801036,Valerie,Brooklyn,Williamsburg,01-02-2014
1798500,Vie,Bronx,Co-op City,01-01-2019
1802584,John,Queens,Sunnyside,03-07-2019
1801130,Isaac,Brooklyn,Park Slope,07-08-2015
1803165,Lo,Manhattan,Midtown,01-09-2018
1802838,Lauren,Brooklyn,Williamsburg,20-05-2019
1803279,Katy,Manhattan,Morningside Heights,31-03-2019
1805150,Randy,Brooklyn,Bedford-Stuyvesant,04-07-2019
1806138,Sherief,Brooklyn,Brooklyn Heights,28-08-2018
1806378,Claudia And Leo,Brooklyn,Fort Greene,02-07-2019
1806651,Allison,Brooklyn,Williamsburg,02-01-2015
1807106,Danielle,Brooklyn,Crown Heights,25-06-2019
1807757,Hakan,Manhattan,West Village,02-01-2019
1808497,Christine,Brooklyn,Bedford-Stuyvesant,22-06-2019
1808550,Christine,Brooklyn,Bedford-Stuyvesant,16-02-2019
1809547,Ryan,Manhattan,East Harlem,05-01-2016
1811446,Brian,Manhattan,Chelsea,23-10-2017
1812111,Jennifer,Manhattan,Harlem,16-11-2015
1813681,Nikki,Brooklyn,Williamsburg,12-02-2016
1813829,Andre,Manhattan,Harlem,02-07-2019
1814010,Drew,Manhattan,NoHo,29-12-2018
1814279,Eric,Brooklyn,Bushwick,11-06-2019
1815211,Ilana,Manhattan,Gramercy,02-01-2018
1815505,Carlos,Queens,Briarwood,08-06-2019
1817510,Charisse,Brooklyn,Bushwick,28-06-2019
1817905,Mark,Brooklyn,Williamsburg,0-20861-90
1818411,Liam,Manhattan,NoHo,03-01-2019
1818420,Nancy,Brooklyn,Canarsie,03-07-2019
1818820,Michael,Brooklyn,Williamsburg,30-06-2019
1819623,Michael,Brooklyn,Bedford-Stuyvesant,0-160229-0
1820858,Nayef,Manhattan,Chelsea,29-07-2016
1820931,Marek,Manhattan,Washington Heights,08-04-2018
1821541,Chris,Manhattan,East Village,28-04-2019
1824808,Liz,Manhattan,Gramercy,06-04-2019
1825949,Jenelle & Michael,Brooklyn,,
1826701,Emmett,Manhattan,Harlem,21-05-2019
1827723,Aimee,Manhattan,Gramercy,28-05-2019
1827525,Lana,Brooklyn,Flatbush,03-07-2016
1828063,Jessica,Manhattan,East Village,01-01-2018
1830244,Michael,Brooklyn,Bushwick,04-09-2017
1831227,David,Manhattan,Harlem,19-06-2019
1832120,Emily,Brooklyn,Williamsburg,17-06-2019
1839818,Gwen,Manhattan,Stuyvesant Town,21-07-2017
1839341,Cris,Brooklyn,Williamsburg,06-02-2015
1842739,Y&Y,Manhattan,Kips Bay,10-06-2019
1843108,Megan,Brooklyn,Cypress Hills,08-07-2019
1835367,Michael,Manhattan,Chelsea,09-03-2019
1843674,Mick,Brooklyn,Bedford-Stuyvesant,17-06-2019
1843955,Ayse Sera,Manhattan,Midtown,12-10-2016
1844088,Evan & Maria,Manhattan,Midtown,31-05-2019
1841356,Taran Pal,Manhattan,Kips Bay,08-03-2016
1844705,Reginald,Brooklyn,Boerum Hill,11-12-2015
1844792,Teresa,Manhattan,Harlem,11-09-2016
1844847,Kali,Brooklyn,Bushwick,24-06-2019
1846100,Carol-Anne,Brooklyn,East Flatbush,31-10-2018
1846528,Esther & Aaron,Manhattan,East Village,28-06-2019
1846580,Frederick,Brooklyn,South Slope,02-07-2019
1827962,Ines,Brooklyn,Williamsburg,06-07-2019
1847096,Camille,Manhattan,East Village,05-06-2016
1847261,Genevieve,Manhattan,Tribeca,04-05-2019
1847389,Shane,Brooklyn,Carroll Gardens,30-06-2019
1847434,Mick,Brooklyn,Bedford-Stuyvesant,17-06-2019
1851767,Will And Jo,Brooklyn,Bedford-Stuyvesant,28-06-2019
1851926,Dorcas,Brooklyn,Bedford-Stuyvesant,21-06-2019
1850695,Roberto,Manhattan,Morningside Heights,06-10-2017
1856261,Anthony,Manhattan,Hell's Kitchen,25-06-2019
1856803,Ross,Manhattan,East Village,07-09-2016
1856914,Amber,Manhattan,Upper East Side,13-07-2015
1859901,Amanda,Manhattan,East Village,30-12-2018
1860838,Alex,Manhattan,Washington Heights,23-06-2019
1855846,Sherry,Manhattan,Harlem,18-05-2019
1856027,Peter,Manhattan,East Village,24-06-2019
1861493,Kristie,Manhattan,Upper West Side,01-01-2018
1863930,Kris,Brooklyn,Bedford-Stuyvesant,29-04-2018
1864061,Coats,Manhattan,Hell's Kitchen,25-05-2019
1864757,David,Manhattan,Upper East Side,27-05-2019
1865336,J.D. & Stephanie,Brooklyn,Williamsburg,21-06-2019
1869467,Mary,Brooklyn,Carroll Gardens,27-05-2019
1869685,Idoline,Brooklyn,Bedford-Stuyvesant,10-05-2019
1866051,Brian,Manhattan,Chelsea,13-03-2016
1869202,Mich,Manhattan,Midtown,20-02-2016
1869432,Melissa,Manhattan,SoHo,01-01-2018
1870228,Antonio,Queens,Long Island City,09-06-2019
1871261,Asuka,Manhattan,Chelsea,28-12-2015
1871311,Frederic,Manhattan,Hell's Kitchen,09-06-2019
1872838,Natalie,Brooklyn,Crown Heights,26-02-2019
1876811,Dan,Manhattan,Gramercy,02-07-2019
1877255,Denise,Manhattan,Upper East Side,18-06-2019
1878642,Ronald,Manhattan,Murray Hill,01-07-2019
1880539,Naomi,Brooklyn,Williamsburg,28-06-2019
1881556,Ayana,Brooklyn,Bedford-Stuyvesant,23-06-2019
1878692,Andrea,Manhattan,Greenwich Village,26-06-2019
1878965,Vida,Brooklyn,Greenpoint,01-01-2019
1881586,Joel,,Midtown,01-01-2018
1881801,Christian,Brooklyn,Williamsburg,23-06-2019
1881846,Ahmed,Manhattan,Midtown,28-05-2019
1886978,Nancy,Brooklyn,Canarsie,16-06-2019
1887291,Ana,,Hell's Kitchen,15-06-2019
1888006,Erica And Jorel,Brooklyn,Bushwick,24-06-2019
1890851,Bud,Brooklyn,Bedford-Stuyvesant,09-06-2019
1885385,Nancy,Brooklyn,Canarsie,16-03-2018
1891017,Pavel,Manhattan,Chelsea,22-08-2016
1891118,Cassi,Brooklyn,Bedford-Stuyvesant,
1885714,David,Brooklyn,Bushwick,25-05-2019
1892319,Anya,Manhattan,Chelsea,04-05-2019
1893225,Helena,Brooklyn,Prospect Heights,07-08-2018
1895196,Ksenia,Manhattan,Upper East Side,20-06-2019
1895457,Kevin,Brooklyn,Greenpoint,23-08-2016
1896296,Vida,Brooklyn,Greenpoint,31-05-2019
1891798,Stephanie,Brooklyn,Bedford-Stuyvesant,31-12-2018
1897001,Izzy,Manhattan,Midtown,31-03-2018
1885826,LoftMidtownNYC,Manhattan,Hell's Kitchen,23-06-2019
1891274,Daniel,Brooklyn,Bedford-Stuyvesant,24-10-2017
1899076,Erica And Jorel,Brooklyn,Bushwick,12-05-2019
1897447,Cristobal,Brooklyn,Gowanus,02-07-2019
1900780,Damian,Manhattan,Gramercy,03-01-2019
1900616,Nes,Brooklyn,Willi8ms$uGA,07-11-2018
1901357,Patrick,Brooklyn,Flatbush,19-05-2018
1903198,Devika,Queens,Sunnyside,30-06-2019
1903288,Nicholas,Brooklyn,Williamsburg,26-08-2017
1903249,Michelle,Manhattan,Chelsea,05-06-2019
1905865,Alison,Brooklyn,,-2012---20
1906604,Jonathan,Manhattan,Hell's Kitchen,25-05-2016
1906804,Erica And Jorel,Brooklyn,Bushwick,14-06-2019
1906993,Jonathan,Manhattan,Lower East Side,23-06-2019
1907058,Anthony,Brooklyn,East Flatbush,23-09-2018
1908767,Jessica,Manhattan,East Village,15-12-2013
1908852,Alana,Manhattan,Upper West Side,06-05-2016
1910270,Sunita,Brooklyn,Gowanus,08-08-2018
1911333,Rani,Brooklyn,Bedford-Stuyvesant,11-11-2018
1911641,Michael,Manhattan,Midtown,23-03-2015
1912357,Amy,Brooklyn,Crown Heights,14-10-2014
1913540,Ashley,Brooklyn,Fort Greene,26-10-2015
1913864,Idoline,Brooklyn,Crown Heights,04-05-2019
1914231,Ferris,Manhattan,Harlem,01-07-2019
1914381,Nicole,Manhattan,Harlem,23-06-2019
1914461,Arlene,Manhattan,East Harlem,27-02-2016
1914590,Rocio & James,Queens,Astoria,30-05-2019
1914630,Charlotte And Pierre,Brooklyn,Bedford-Stuyvesant,16-08-2018
1914787,Carlos,Queens,Briarwood,25-05-2019
1917629,Christine & James,Brooklyn,Clinton Hill,07-06-2019
1918693,Lorelei & Alex,Brooklyn,Clinton Hill,10-06-2019
1918903,R,Brooklyn,Bedford-Stuyvesant,25-04-2019
1919647,Evan,Manhattan,Lower East Side,23-06-2019
1919766,Andre,Manhattan,Harlem,07-07-2019
1919896,Nico,Brooklyn,Crown Heights,25-05-2017
1920085,John,Queens,Long Island City,11-06-2017
1921859,Lauren,Queens,Astoria,06-05-2017
1922863,Donald P.,Brooklyn,Williamsburg,06-06-2019
1922448,Angelica,Brooklyn,Williamsburg,13-11-2015
1923153,Sasha,Manhattan,East Village,15-01-2017
1924645,Ellen,Brooklyn,Williamsburg,04-10-2016
1925224,Susan,Brooklyn,Williamsburg,01-07-2019
1928556,Zoey,Manhattan,Hell's Kitchen,08-04-2019
1925519,Amarie2131,Manhattan,EoaeSsw eorwr L,01-11-2015
1928961,Gaudhi,Manhattan,Harlem,22-06-2019
1928570,Jose C.,Brooklyn,Williamsburg,04-11-2018
1929041,Gianni,Brooklyn,Williamsburg,06-09-2015
1929186,Susan,Brooklyn,Bedford-Stuyvesant,04-07-2019
1929321,Erika,Brooklyn,Clinton Hill,17-04-2017
1929540,Stefano,Manhattan,Kips Bay,21-06-2014
1931609,Miriam,Brooklyn,Park Slope,24-06-2019
1932094,Anya,Manhattan,Midtpwn,01-04-2017
1932110,Herman  F,Manhattan,East Village,21-08-2018
1934765,Karmesha,Bronx,Parkchester,01-01-2015
1934804,Deborah,Brooklyn,oiClinl Htln,
1935109,Zi Ying,Manhattan,Lower East Side,28-06-2019
1935175,Lauren,Brooklyn,Greenpoint,16-08-2016
1935302,Brandon,Brooklyn,Fort Greene,07-07-2019
1934444,Cj,Brooklyn,Williamsburg,01-11-2014
1935826,Ryan,Manhattan,Harlem,14-10-2015
1932491,Mac,Manhattan,Hell's Kitchen,26-06-2016
1934512,Bryan,Brooklyn,Clinton Hill,09-06-2019
1936772,Kerri & Steve,Queens,Middle Village,01-07-2019
1937323,Judson,Manhattan,Hell's Kitchen,17-12-2015
1937325,Matthew,Manhattan,East Village,08-06-2019
1939106,Stephanie,Manhattan,East Village,16-07-2018
1937761,Michelangelo,Queens,Astoria,
1939283,Laurence,Brooklyn,Gowanus,29-06-2019
1940534,Lilia,Manhattan,Harlem,31-01-2019
1937226,Grover,Manhattan,Harlem,11-06-2019
1936633,Alex,Bronx,City Island,01-12-2018
1940780,Flick,Brooklyn,Greenpoint,03-08-2014
1942935,Maria,Brooklyn,South Slope,06-08-2016
1944155,Henri-Leon,Brooklyn,Fort Greene,11-06-2019
1945115,Minetta,Manhattan,Harlem,05-07-2019
1947400,Trevor,Manhattan,Chelsea,20-08-2018
1948494,Dawn & Vernon,Brooklyn,East Flatbush,07-07-2019
1941435,Rani,Brooklyn,Bedford-Stuyvesant,06-12-2018
1948745,Ryan,Brooklyn,Greenpoint,20-06-2016
1941439,Veronica,Manhattan,East Harlem,26-06-2019
1941495,"Julia, Anthony, Apollo & Atlas",Brooklyn,Bushwick,05-07-2019
1950311,Hannah,Brooklyn,Williamsburg,18-06-2019
1950603,Daan,Queens,Long Island City,25-07-2015
1950588,Brian,Manhattan,Little Italy,10-06-2019
1952271,Christine,Manhattan,Upper West Side,07-07-2019
1953636,Alex,Brooklyn,Fort Greene,24-06-2019
1953928,A,Queens,Astoria,20-01-2019
1954450,Erika,Manhattan,East Village,18-06-2019
1954495,Jennifer,Manhattan,East Village,19-12-2014
1954653,Graham,Manhattan,Kips Bay,28-05-2019
1955844,Otilia,Manhattan,Chelsea,23-11-2018
1956346,Marc,Brooklyn,Williamsburg,02-01-2015
1956677,David,Bronx,Port Morris,26-09-2018
1956726,Monica,Manhattan,East Village,01-06-2018
1956467,Shira,Brooklyn,Prospect Heights,30-12-2017
1958765,Sylvana,Brooklyn,Williamsburg,28-05-2019
1959024,Courtney,Manhattan,Upper East Side,26-10-2014
1960358,Jorge,Brooklyn,Cypress Hills,30-06-2019
1961288,Dave,Manhattan,Lower East Side,20-06-2019
1961361,Kara,Manhattan,Lower East Side,02-01-2016
1961937,Anna,Manhattan,Harlem,04-04-2016
1965103,Pierre,Manhattan,East Village,25-09-2016
1965766,Lindsay,Manhattan,Upper East Side,11-04-2016
1967045,Julianna & Lawrence,Brooklyn,Park Slope,30-07-2018
1970017,Melissa,Brooklyn,Williamsburg,16-06-2019
1970574,Susi,Brooklyn,South Slope,
1970697,Amaya,Brooklyn,Bedford-Stuyvesant,01-07-2019
1971540,Joseph,Manhattan,Upper West Side,28-06-2019
1973889,Eva,Manhattan,SoHo,23-06-2019
1970915,Maria,Brooklyn,Bushwick,14-11-2016
1974700,Tammy,Manhattan,rrHere,
1975069,Brad,Manhattan,Greenwich Village,02-12-2017
1975168,Katie,Brooklyn,Williamsburg,04-06-2019
1971200,Tino,Manhattan,Hell's Kitchen,31-05-2019
1971239,Andres & Mapa,Brooklyn,Crown Heights,25-06-2019
1975999,Marie,Manhattan,Chelsea,13-05-2019
1976123,Josh,Manhattan,East Village,20-08-2015
1977888,Sam,Manhattan,East Village,01-01-2019
1978445,Hannah,Brooklyn,Williamsburg,30-09-2014
1979076,Vida,Brooklyn,Greenpoint,04-05-2018
1979127,Rachel,Manhattan,East Village,21-05-2019
1979506,Nora,Manhattan,Upper East Side,02-01-2014
1979744,Nancy,Brooklyn,Canarsie,27-06-2019
1980179,Katya,Manhattan,East Village,05-07-2019
1981410,Terry & Kristen,Queens,Ditmars Steinway,02-07-2019
1981590,Giovani,Brooklyn,Bushwick,05-01-2019
1981669,Ester,Brooklyn,Prospect-Lefferts Gardens,18-08-2018
1983188,Jose,Manhattan,Upper West Side,26-06-2019
1983466,Kalae,Manhattan,Upper West Side,16-06-2019
1983531,S & G,Manhattan,East Village,02-01-2019
1984390,Zeynep,Manhattan,Upper East Side,08-05-2015
1984486,Joyce,Brooklyn,Crown Heights,27-04-2019
1985022,Jessica,Brooklyn,Crown Heights,03-01-2019
1987627,Jordan,Manhattan,Upper West Side,01-01-2016
1987371,Christina,Brooklyn,Williamsburg,21-06-2019
1987949,Lauren,Manhattan,Washington Heights,02-01-2014
1987546,Randy,Brooklyn,Bedford-Stuyvesant,22-04-2019
1989731,Heidi,Manhattan,East Village,25-03-2016
1988823,Rachel,Manhattan,Harlem,02-07-2019
1989972,Cesar,Manhattan,East Harlem,30-06-2019
1987584,Jacqueline & Tyas,Queens,Elmhurst,25-04-2019
1994398,Nadia,Manhattan,Midtown,12-06-2019
1997487,Pedro,Manhattan,Hell's Kitchen,16-06-2019
1997957,Shari,,true,04-322-101
1998026,Amanda,Brooklyn,Clinton Hill,
2000156,Regina,Manhattan,Upper East Side,01-07-2019
2000576,Marietta,Brooklyn,Crown Heights,24-06-2019
2000611,Michael,Brooklyn,Williamsburg,11-06-2019
2003180,Chris,Manhattan,Inwood,08-06-2019
2006452,Barbara,Brooklyn,Williamsburg,02-01-2019
2008122,Whitney,Brooklyn,South Slope,01-08-2014
2008190,Thomas,Manhattan,Upper East Side,22-09-2016
2010624,Yolanda,Brooklyn,Flatbush,15-01-2016
2008227,Dianne,Bronx,North Riverdale,30-06-2019
2010787,Beto,Brooklyn,Williamsburg,26-11-2016
2010971,Daniel,,Harlem,19-08-2015
2011212,Brenton,Manhattan,SoHo,22-06-2019
2011692,Anne,Manhattan,Morningside Heights,13-10-2018
2012104,Nicole,Manhattan,Morningside Heights,08-01-2018
2012368,Jake,Manhattan,Chinatown,13-06-2019
2012424,Xander,Manhattan,Midtown,25-11-2018
2012750,Rosa,Queens,Ridgewood,02-11-2015
2013807,Jake,Manhattan,Lower East Side,23-06-2019
2014701,Molly,Manhattan,Upper West Side,10-10-2016
2015094,Dany,Manhattan,Inwood,11-06-2016
2015168,Jennifer,Brooklyn,Bedford-Stuyvesant,06-07-2019
2015586,Lydia,Brooklyn,Clinton Hill,06-01-2016
2016579,Kenny And Christine,Brooklyn,Bushwick,01-12-2018
2017397,Monica,Brooklyn,Crown Heights,01-07-2019
2019755,Bradley,Brooklyn,Clinton Hill,03-07-2019
2019927,Todd,Manhattan,Inwood,21-06-2019
2020881,Michael,Manhattan,East Village,02-01-2019
2022728,Jack Andrew,Manhattan,Harlem,26-04-2019
2022938,Paul,Brooklyn,Windsor Terrace,31-12-2018
2022958,Raees,Manhattan,Hell's Kitchen,15-10-2016
2023357,Andrew And Katie,Manhattan,East Harlem,09-04-2016
2023577,Deda,Manhattan,Upper West Side,22-06-2019
2024991,Mary,Queens,Astoria,0R1-01-2018
2028178,Helene & Michael,Brooklyn,Williamsburg,31-05-2018
2028272,Yonathan,Manhattan,Chelsea,07-12-2018
2028291,Mirlet,Queens,Astoria,07-07-2019
2028391,Nisian,Manhattan,SoHo,23-07-2015
2028432,Mirlet,Queens,Long Island City,14-03-2019
2028677,Brooklyn,Manhattan,Harlem,25-05-2019
2028925,Jay,Queens,St. Albans,01-01-2019
2030736,Susan,Brooklyn,Sunset Park,20-04-2019
2031495,Susana,Manhattan,Upper West Side,07-06-2016
2033224,Igor,Manhattan,Harlem,01-01-2018
2033846,Marvin,Manhattan,Harlem,19-05-2019
2033866,Rafael,Manhattan,East Village,07-10-2018
2036105,Susan,Brooklyn,Dyker Heights,22-01-2019
2037508,Ben,Brooklyn,Bedford-Stuyvesant,03-01-2014
2037632,Angelita,Manhattan,East Village,13-06-2019
2038278,Taylor,Queens,Astoria,30-12-2015
2041041,Todd,Manhattan,Upper East Side,13-06-2019
2041143,Sara,Brooklyn,Park Slope,28-08-2016
2043049,Stella,Brooklyn,Bushwick,15-04-2019
2042764,Sim,Brooklyn,South Slope,06-09-2016
2043060,Andrey,Manhattan,Midtown,09-06-2019
2043329,Erin,Manhattan,Hell's Kitchen,27-05-2015
2044873,Tom & Lily,Brooklyn,Bushwick,24-04-2019
2045727,Olabimpe,Brooklyn,Bedford-Stuyvesant,26-05-2019
2046007,Helena,Manhattan,Lower East Side,02-07-2019
2046225,Lauren,Brooklyn,Crown Heights,
2046789,Meredith,Manhattan,Kips Bay,13-06-2016
2050993,Kris,Manhattan,NoHo,07-09-2014
2048796,Joel,Queens,Sunnyside,12-08-2017
2051675,Noel And Patricia,Brooklyn,Flatbush,29-06-2019
2053940,Nichola,Brooklyn,Fort Greene,02-01-2019
2055050,Candace,Manhattan,Upper East Side,01-06-2019
2055303,Ashley & Nate,Manhattan,Harlem,01-01-2017
2055819,Mike,Brooklyn,Williamsburg,05-07-2019
2055614,Gigi,Brooklyn,Fort Greene,08-10-2018
02-07-2019,Mike,Brooklyn,giumbasliWii,2056012
2056307,Adrienne,Manhattan,Harlem,27-09-2015
2057295,Amanda,Manhattan,West Village,02-01-2018
2057403,Connie,Manhattan,Upper West Side,01-01-2019
2057480,Omar,Manhattan,SoHo,22-04-2016
2057553,Mike,Manhattan,East Harlem,15-10-2018
2057595,Steve,Manhattan,East Village,25-05-2019
2060275,Evan,,East Harlem,
2060720,Chun,Manhattan,Midtown,24-05-2019
2061725,Mia,Brooklyn,Bushwick,30-06-2019
2061811,Julia,Manhattan,Upper West Side,05-01-2016
2062630,Lexy,Bronx,Bronxdale,19-08-2014
2063587,Anthony,Manhattan,Kips Bay,10-12-2018
2065538,Jason,Brooklyn,Crown Heights,13-07-2018
2066165,Lilia,Manhattan,Harlem,10-04-2019
2067166,Diana,Manhattan,Upper East Side,25-07-2017
2067688,David,Manhattan,Kips Bay,02-01-2017
2068054,Kat,Queens,Forest Hills,21-04-2018
2069051,Frank,Brooklyn,Williamsburg,12-05-2019
2069359,Jullien,Brooklyn,Bedford-Stuyvesant,10-06-2019
2071446,Katja,Brooklyn,Williamsburg,23-02-2019
2071464,Wendy,Brooklyn,Boerum Hill,22-06-2019
2071265,Rory,Brooklyn,Williamsburg,30-05-2015
2071420,Wade,Manhattan,Chelsea,01-07-2019
2071839,Silvia,Brooklyn,Williamsburg,05-08-2018
2071873,Lala,Manhattan,Murray Hill,26-05-2019
2074653,Kris,Manhattan,East Village,22-10-2016
2074985,Jeremy,Brooklyn,Crown Heights,18-11-2016
2075453,Vida,Brooklyn,Greenpoint,17-07-2018
2075526,Katie And Matt,Brooklyn,Park Slope,30-12-2016
2075471,Brandon,Brooklyn,Greenpoint,20-05-2014
2075600,Subhana,Brooklyn,Bedford-Stuyvesant,01-07-2+019
2076101,Robyn,Manhattan,Morningside Heights,20-03-2016
2078687,Kate,Manhattan,Lower East Side,06-01-2016
2079686,Rebecca,Brooklyn,Bushwick,20-02-2017
2080861,Nancy,Brooklyn,Bedford-Stuyvesant,26-06-2019
2081394,Adrien,Manhattan,Lower East Side,13-07-2015
2079765,Nadine,Brooklyn,Bedford-Stuyvesant,03-06-2019
2081177,Robyn,Queens,Sunnyside,11-09-2016
2081408,Rose,Brooklyn,Crown Heights,08-01-2015
2080709,Rob,Brooklyn,Greenpoint,05-01-2016
2081850,Aktina,Manhattan,Harlem,13-01-2014
2082328,Jenny,Bronx,Longwood,28-05-2019
2082670,Reid,Brooklyn,Williamsburg,01-06-2016
2082694,Corey,Brooklyn,Williamsburg,02-01-2014
2083547,Eric,Brooklyn,Brooklyn Heights,20-09-2017
2083749,Rt,Manhattan,Upper West Side,10-01-2019
2084817,Luna,Manhattan,Lower East Side,28-02-2018
2085632,Jeni,Manhattan,East Village,25-07-2018
2086647,Christina,Manhattan,Chinatown,19-05-2015
2087226,Patrick,Manhattan,East Village,03-07-2019
2087524,Lorna,Brooklyn,Clinton Hill,11-06-2019
2089226,C S,Brooklyn,Flatbush,15-06-2019
2087970,Owen,Manhattan,West Village,26-06-2019
2089712,Kevin,Manhattan,Hell's Kitchen,14-12-2015
2089492,Kimberly,Brooklyn,Williamsburg,31-10-2018
2089745,Joseph,Manhattan,Chelsea,04-06-2019
2088389,Mariya,Brooklyn,Clinton Hill,30-08-2017
2088725,Edgar,Brooklyn,Gowanus,30-06-2019
2091204,Emily,Brooklyn,Crown Heights,09-05-2019
2092588,Angelina,Brooklyn,Greenpoint,23-01-2018
2092611,Daria,,paep UsS dEirte,
2093035,Enrique,Brooklyn,Williamsburg,04-07-2016
2093064,Michael,Manhattan,Chelsea,15-12-2018
2093304,Brian,Brooklyn,Fort Greene,03-01-2019
2093455,Robert,Queens,Ridgewood,05-07-2019
2094213,Laura,Manhattan,NoHo,02-01-2017
2095959,Jp,Queens,Sunnyside,28-08-2016
2096581,Gill,Manhattan,East Village,10-10-2016
2096968,Ro,Manhattan,Upper East Side,29-06-2019
2098338,Sasha,Brooklyn,Flatbush,16-12-2018
2098817,Jenny And Mark,Brooklyn,Bushwick,01-05-2019
2100174,Jessica,Manhattan,Upper East Side,21-04-2019
2100887,Adar,,,19-05-2015
2101349,Victoria,Manhattan,Upper West Side,27-05-2019
2101884,Richard And Mollie,Brooklyn,Park Slope,21-12-2017
2102315,Phoebe,Williamsburg,Brooklyn,30-11-2014
2102344,Angela,Brooklyn,Bushwick,03-01-2014
2102542,Andrea,Brooklyn,Cobble Hill,22-06-2015
2102651,Dana,Manhattan,Upper West Side,02-06-2014
2102571,Dai,Manhattan,Midtown,07-04-2017
2104910,Alex,Queens,Ridgewood,08-03-2017
2105163,Joe,,false,03-01-2019
2105180,David,Manhattan,Murray Hill,
2106241,Adriano,Brooklyn,hcBukihk,11-06-2019
2107696,Gianni,Brooklyn,Williamsburg,10-06-2019
2107883,Vida,Brooklyn,Greenpoint,21-04-2019
2107939,Adriano,Brooklyn,Bedford-Stuyvesant,27-05-2019
2108178,Vida,Brooklyn,Greenpoint,05-01-2018
2108237,Itay,Manhattan,Upper West Side,21-04-2015
2108424,Kenny And Christine,Brooklyn,Bushwick,15-06-2019
2110145,Jay And Liz,Manhattan,Upper West Side,17-02-2015
2112142,Miguel,Brooklyn,Bedford-Stuyvesant,30-04-2018
2110493,Debbie,Queens,Maspeth,22-06-2019
2113934,Lorna,Manhattan,Upper East Side,21-05-2017
2115611,Mal,Brooklyn,Windsor Terrace,19-12-2018
2111172,De,Brookl+yn,Williamsburg,"30-12-20,18"
2115784,Sarah,Brooklyn,Flatbush,13-07-2014
2111336,Kevin,Manhattan,Harlem,30-04-2019
2116059,Jochy,Manhattan,Washington Heights,30-06-2019
2116940,Stephen,Manhattan,Lower East Side,05-11-2016
2117705,Andrew,Brooklyn,Williamsburg,26-05-2019
2118102,Maria,Manhattan,West Village,22-12-2016
2120619,Cody,Manhattan,Upper West Side,21-09-2015
2119216,Christina,,reaHma,
2123079,Julian,,Long Island City,
2123731,Stephen,Manhattan,Hell's Kitchen,19-06-2019
2124536,Alfredo,Manhattan,Financial District,2^7-06-2018
2124910,Susan,Brooklyn,Borough Park,16-06-2019
2126576,Vida,Brooklyn,Greenpoint,14-08-2018
2127016,Vida,Brooklyn,Greenpoint,28-09-2018
2128464,Garth,Brooklyn,Bushwick,10-06-2014
2127767,Matthew,Manhattan,East Village,21-11-2016
2127713,Hb,Manhattan,Harlem,12-12-2018
2128761,Mary,Brooklyn,Williamsburg,07-07-2019
2134047,Tico,Brooklyn,Bedford-Stuyvesant,15-06-2019
2134052,Seth,Manhattan,Chelsea,06-12-2015
2134294,Don Luis,Queens,Astoria,10-03-2018
2134697,Host,Manhattan,Hell's Kitchen,22-04-2019
2135489,Leon,Brooklyn,r a ess lnaonrC,16-06-2019
2135116,Chris,Manhattan,Battery Park City,25-05-2017
2135754,Dain,Manhattan,Greenwich Village,24-08-2018
2136293,Mike,Queens,Richmond Hill,26-06-2019
2137111,Chris,Manhattan,Upper West Side,15-05-2016
2137796,Richelle And Pela,Brooklyn,Bedford-Stuyvesant,22-06-2019
2138787,Tye And Etienne,Manhattan,Washington Heights,01-04-2019
2141470,Ashley,Manhattan,Murray Hill,02-01-2015
2141975,Jenn,Manhattan,Upper East Side,28-06-2019
2141667,Carlyn,Manhattan,Harlem,05-06-2019
2141635,Chad,Manhattan,SoHo,23-04-2014
2142130,Kenneth,Manhattan,Lower East Side,25-11-2018
2144033,Shelly,Brooklyn,Williamsburg,17-06-2019
2144319,Rebecca,Brooklyn,Crown Heights,04-01-2014
2145599,Pat,Manhattan,Hell's Kitchen,28-06-2019
2145620,Lydia,Manhattan,Midtown,28-06-2019
2145759,Alberto,Manhattan,Upper East Side,29-05-2016
2148025,Roberta (And Chris),Brooklyn,Bushwick,29-06-2019
2151106,Inbar,Manhattan,Upper East Side,25-11-2018
2149854,Margy,Manhattan,Hell's Kitchen,04-08-2015
2150750,David,Queens,Sunnyside,12-10-2014
2149954,Rob,Brooklyn,Bushwick,19-06-2018
2151479,Rhonda,Brooklyn,Bedford-Stuyvesant,17-06-2019
2151558,Ryan,Brooklyn,Greenpoint,28-05-2018
2153435,Edward,Brooklyn,Williamsburg,04-07-2019
2154075,Joni,Brooklyn,Bedford-Stuyvesant,20-06-2019
2154567,Sharon And Ronn,Brooklyn,Bedford-Stuyvesant,30-06-2019
2155219,Laura,Queens,Long Island City,08-12-2018
2156111,Ritza,Manhattan,Hell's Kitchen,24-06-2019
