DATE,MATRIX,STATE,INSTRUMENT,CAS NUMBER,SUBSTANCE,RESULTS,UNIT,INTERVAL
June 11 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,EBAM,N/A,PM10,15.3,ug/m3,1-Hour Avg
June 11 2010,Air,Louisiana,EBAM,N/A,PM10,21.4,ug/m3,1-Hour Avg
June 11 2010,Ais,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,EBAM,N/A,PM10,21.1,ug/m3,1-Hour Avg
June 11 2010,Air,Louisiana,MiniRAE,N/A,VOC,1,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,EBAM,N/A,PM10,50,ug/m3,1-Hour Avg
June 11 2010,Air,Louisiana,EBAM,N/A,PM10,8.2,ug/m3,1-Hour Avg
June 11 2010,Air,Louisiana,EBAM,N/A,PM10,21.1,ug/m3,1-Hour Avg
June 11 2010,Air,Louisiana,EBAM,N/A,PM10,38.4,ug/m3,1-Hour Avg
June 11 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,MultiRae,N/A,VOC,0.3,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,EBAM,N/A,PM10,23.2,ug/m3,1-Hour Avg
June 11 2010,Air,Louisiana,EBAM,N/A,PM10,10.6,ug/m3,1-Hour Avg
June 11 2010,Air,,MiniRAE,N/A,VOC,1.3,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,MultiRae,N/A,VOC,0.3,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,MiniRAE,N/A,VOC,1,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,EBAM,N/A,PM10,6.8,ug/m3,1-Hour Avg
June 11 2010,Air,Louisiana,EBAM,N/A,PM10,40.6,ug/m3,1-Hour Avg
June 11 2010,Air,Louisiana,EBAM,N/A,PM10,28.7,ug/m3,1-Hour Avg
June 11 2010,Air,Louisiana,EBAM,N/A,PM10,26.8,ug/m3,1-Hour Avg
June 11 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,EBAM,N/A,PM10,27.8,ug/m3,1-Hour Avg
June 11 2010,Air,Louisiana,EBAM,N/A,PM10,21.2,ug/m3,1-Hour Avg
June 11 2010,Air,Louisiana,MiniRAE,N/A,VOC,1.8,ppm,1  Avg
June 11 2010,Air,,EBAM,N/A,PM10,42.5,ug/m3,1  Avg
June 11 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1  Avg
June 11 2010,Air,Louisiana,EBAM,N/A,PM10,26.8,ug/m3,1  Avg
June 11 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,MultiRae,N/A,VOC,0.4,ppm,1-Hour Avg
June 11 2010,,Louisiana,EBAM,N/A,PM10,11.8,ug/m3,1-Hour Avg
June 11 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 11 2010,Air,,EBAM,N/A,PM10,29.3,ug/m3,1-Hour Avg
June 11 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,MiniRAE,N/A,VOC,1.3,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,,N/A,H2S,,ppm,1-Hour Avg
June 11 2010,Air,,MiniRAE,N/A,VOC,1.3,ppm,1-Hour Avg
June 11 2010,Air,,EBAM,N/A,PM10,15.7,/g3mu,1-Hour Avg
June 11 2010,Air,Louisiana,MultiRae,N/A,VOC,0.3,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,EBAM,N/A,PM10,20.9,ug/m3,1-Hour Avg
June 11 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,MiniRAE,N/A,VOC,1,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,EBAM,N/A,PM10,33.5,ug/m3,1-Hour Avg
June 11 2010,Air,Louisiana,EBAM,N/A,PM10,25.6,ug/m3,1-Hour Avg
June 11 2010,Air,Louisiana,EBAM,N/A,PM10,29,ug/m3,1-Hour Avg
June 11 2010,Air,Louisiana,EBAM,N/A,PM10,0.1,ug/m3,1-Hour Avg
June 11 2010,Air,Louisiana,EBAM,N/A,PM10,43,ug/m3,1-Hour Avg
,irA,Louisiana,,N/A,PM10,25.6,ug/m]3,1-Hour Avg
June 11 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,MultiRae,N/A,VOC,0.5,ppm,1-Hour Avg
June 11 2010,Air,,MiniRAE,N/A,VOC,1.2,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,EBAM,N/A,PM10,29.3,ug/m3,1-Hoe: Avg
June 11 2010,Air,,EBAM,N/A,PM10,32,ug/m3,1-Hour Avg
June 11 2010,Air,Louisiana,MiniRAE,N/A,VOC,1.1,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,EBAM,N/A,PM10,50.4,ug/m3,1-Hour Avg
June 11 2010,Air,Louisiana,,N/A,VOC,1,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,MultiRae,N/A,VOC,0.2,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,EBAM,N/A,PM10,27.5,ug/m3,1-Hour Avg
June 11 2010,Air,Louisiana,EBAM,N/A,PM10,20.6,ug/m3,1-Hour Avg
June 11 2010,Air,Louisiana,EBAM,N/A,PM10,10.7,ug/m3,1-Hour Avg
June 11 2010,Air,Louisiana,EBAM,N/A,PM10,33.1,ug/m3,1-Hour Avg
June 11 2010,Air,Louisiana,EBAM,N/A,PM10,10.4,ug/m3,1-Hour Avg
June 11 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,EBAM,N/A,PM10,30.6,ug/m3,1-Hour Avg
June 11 2010,Air,Louisiana,EBAM,N/A,PM10,20.6,ug/m3,1-Hour Avg
June 11 2010,Air,Louisiana,,N/A,H2S,,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,MultiRae,N/A,VOC,0.9,ppm,
June 11 2010,Air,Louisiana,MiniRAE,N/A,VOC,1,ppm,1-Hour Avg
June 11 2010,Air,,EBAM,N/A,PM10,47.8,ug/m3,1-Hour Avg
June 11 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 11 2010,Air,,MiniRAE,N/A,VOC,1.2,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,MultiRae,N/A,VOC,0.2,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,EBAM,N/A,PM10,74.5,ug/m3,1-Hour Avg
June 11 2010,Air,Louisiana,EBAM,N/A,PM10,25.8,ug/m3,1-Hour Avg
June 11 2010,,Louisiana,EBAM,N/A,PM10,Air,ug/m3,1-Hour Avg
June 11 2010,Air,Louisiana,EBAM,N/A,PM10,8,ug/m3,1-Hour Avg
June 11 2010,Air,Louisiana,EBAM,N/A,PM10,17.3,ug/m3,1-Hour Avg
June 11 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,EBAM,N/A,PM10,25.8,ug/m3,1-Hour Avg
June 11 2010,Air,Louisiana,EBAM,N/A,PM10,23.1,ug/m3,1-Hour Avg
June 11 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,EBAM,N/A,PM10,30.8,ug/m3,1-Hour Avg
June 11 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,EBAM,N/A,PM10,25.5,ug/m3,1-Hour Avg
June 11 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,MiniRAE,N/A,VOC,3.5,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,MRlaealt,N/A,VOC,,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,MultiRae,N/A,VOC,1.7,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,,N/A,H2S,,ppm,1-Hour Avg
June 1*1 2010,Air,,,N/A,PM10,48.8,ug/m83,1-Hour Avg
June 11 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
May 24 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
May 24 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
May 24 2010,Air,Louisiana,EBAM,N/A,PM10,37.8,ug/m3,1-Hour Avg
May 24 2010,Air,Louisiana,MiniRAE,N/A,VOC,3.6,ppm,1-Hour Avg
May 24 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
May 24 2010,Air,Louisiana,MultiRae,N/A,H2S,0.1,ppm,1-Hour Avg
June 11 2010,Air,,MiniRAE,N/A,VOC,4.1,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,EBAM,N/A,PM10,56.1,ug/m3,1-Hour Avg
June 11 2010,Air,Louisiana,MultiRae,N/A,VOC,0.1,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,xyz,N/A,VOC,1.8,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,,N/A,PM10,90.1,ug/m3,1-Hour Avg
June 11 2010,Air,Louisiana,MiniRAE,N/A,VOC,1,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,EBAM,N/A,PM10,23.4,ug/m3,1-Hour Avg
June 11 2010,Air,Louisiana,zyx,N/A,VOC,0.2,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,EBAM,N/A,PM10,20.5,ug/m3,1-Hour Avg
June 11 2010,Air,Louisiana,EBAM,N/A,PM10,19,ug/m3,1-Hour Avg
June 11 2010,Air,Louisiana,xyz,N/A,VOC,,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,EBAM,N/A,PM10,23.4,ug/m3,1-Hour
June 11 2010,Air,Louisiana,,N/A,PM10,20.7,ug/m3,1-Hour Avg
June 11 2010,Air,Louisiana,xyz,N/A,VOC,,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,xyz,N/A,H2S,,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,xyz,N/A,VOC,,ppm,1-Hour Avg
June 11 2010,Air,Louisiana,EBAM,N/A,PM10,70.1,ug/m3,1-Hour Avg
June 11 2010,Air,Louisiana,,N/A,H2S,,ppm,1-Hour Avg
J0011u12eneJ,Air,Louisiana,xyz,N/A,H2S,,,1-Hour Avg
June 10 2010,Air,,MiniRAE,N/A,VOC,1.2,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,27.6,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,xyz,N/A,VOC,1.8,ppm,1-Hour Avg
Louisiana,Air,,xyz,N/A,VOC,0.1,mpp,1-Hour Avg
June 10 2010,Air,Louisiana,MiniRAE,N/A,VOC,1,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,20.6,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,xyz,N/A,VOC,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,,3ugg3,1-Hour Avg
June 10 2010,Air,iLonsauai,xyz,N/A,VOC,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,8,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,61.7,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,36.2,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,MiniRAE,N/A,VOC,1,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,27.6,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,xyz,N/A,VOC,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,51.8,ug/m3,1-Hour Avg
,Air,Louisiana,EBAM,N/A,PM10,24.4,,1-Hour Avg
,Air,Louisiana,xyz,N/A,H2S,,ppm,1-Hour Avg
June 10 2010,Air,,EBAM,N/A,PM10,18.6,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,xyz,N/A,H2S,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,xyz,N/A,VOC,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 10 2010,rAi,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,21.1,ug/m3,1-Hour Avg
June 10 2010,Air,,EBAM,N/A,PM10,26.9,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,MiniRAE,N/A,VOC,1,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,23,ug/m3,1-Hour Avg
June 10 2010,Air,,MiniRAE,N/A,VOC,1.2,,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,22.6,ug/m3,1-Hour Avg
,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,39.9,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,21.3,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,21.1,ug/m3,1-Hour Avg
June 10 2010,Ai@r,Louisiana,MiniRAE,N/A,VOC,1,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,29.5,ug/m3,1-Hour Avg
un12e J000 1,Air,,,N/A,H2S,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,14.5,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,MiniRAE,N/A,VOC,1,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,18.7,ug/m3,1-Hour Avg
June 10 2010,Air,,MiniRAE,N/A,VOC,1.2,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,35.5,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,14.4,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,VOC,1.9,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,,N/A,PM10,14.3,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,79.1,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,76.1,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,MiniRAE,N/A,VOC,1,ppm,1-Hour Avg
June 10 2010,Ai;r,Louisiana,EBAM,N/A,PM10,14.5,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,39.6,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,VOC,1.9,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 10 2010,Air,,EBAM,N/A,PM10,44.8,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,40.8,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,18.9,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 10 2010,Air,,EBAM,N/A,PM10,48.8,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,35.5,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,32.3,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,MiniRAE,N/A,VOC,1,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,52,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,36.1,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,VOC,1.8,ppm,1-Hour Avg
June 10 2010,,Louisiana,EBAM,N/A,PM10,16,ug/m3,
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,29.2,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,35.5,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,MiniRAE,N/A,VOC,1,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,55.5,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,33.4,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 10 2010,Air,,MiniRAE,N/A,VOC,1.2,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 10 2010,Air,,EBAM,N/A,PM10,27.7,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,MiniRAE,N/A,VOC,1,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 10 2010,Air,,MiniRAE,N/A,VOC,1.3,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,27.8,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,25.3,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,VOC,1,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,13.8,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,22.5,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,MiniRAE,N/A,VOC,1,ppm,oA1orugvHr
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,40.7,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,15.4,ug/m3,1-Hour Avg
June 11 2010,Air,Louisiana,,N/A,PM10,32.6,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,MBME,N/A,PM10,32.6,ug/m3,1-Hour Avg
June 10 2010,,,MBEA,N/A,PM10,19.8,m/gm/,-rgov1HAu 
June 10 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,19.9,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,31.3,ug/m3,1-Hour Avg
JuBne 10 2010,Air,Louisiana,MiniRAE,N/A,VOC,1.1,ppm,Aru-H Auu 
June 10 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,,N/A,VOC,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 10 2010,Air,,EBAM,N/A,PM10,29.5,ug/m3,1-Hour Avg
June 10 2010,irA,Louisiana,MultiRae,N/A,VOC,,jppm,
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,,ug/m3,1-Hour Avg
June 10 2010,Air,,MiniRAE,N/A,VOC,3.1,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,15.2,ug/m3,1-Hour Avg
June 10 2010,,Louisiana,,N/A,VOC,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,VOC,0.9,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,12.8,ug/m3,1-Hour Avg
May 24 2010,Air,Louisiana,EBAM,N/A,PM10,17.6,ug/m3,1-Hour Avg
May 24 2010,Air,Louisiana,MiniRAE,N/A,VOC,1.1,ppm,1-Hour Avg
May 24 2010,Air,Alabama,DataRam,N/A,PM10,17.7,ug/m3,1-Hour Avg
May 24 2010,Air,Louisiana,EBAM,N/A,PM10,28.4,ug/m3,1-Hour Avg
May 24 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,
May 24 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 10 2010,riA,Louisiana,EBAM,N/A,PM10,12.2,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,16.8,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,16.8,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,25.1,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,MiniRAE,N/A,VOC,1.9,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,VOC,0.2,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,VOC,0.5,ppm,1-Hour Avg
00JnJJ eene0,Ari,,EBAM,N/A,PM10,48,ug/m3,1-Hour Avg
Jenn1eu 10  ,Air,Louisiana,EBAM,N/A,PM10,,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,19.6,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,43.3,ug/m3,
June 10 2010,Air,Alabama,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 10 2010,Air,Alabama,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,13.4,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,17.9,ug/m3,1-Hour Avg
June 10 2010,Air,Alabama,AreaRae,N/A,H2S,,ppm,1-Hour Avg
June 10 2010,Air,Alabama,AreaRae,N/A,H2S,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,MiniRAE,N/A,VOC,4.6,ppm,1-Hour Avg
June 10 2010,Air,Alabama,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,VOC,1,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 10 2010,rAir,,MiniRAE,N/A,VOC,,,1-Hour Avg
June 10 2010,Air,Alabama,AreaRae,N/A,VOC,,ppm,1-Hour Avg
June 10 2010,Air,Alabama,DataRam,N/A,PM10,18.6,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,MiniRAE,N/A,VOC,2.9,ppm,1-Hour Avg
n  1e00J21u0,Air,Louisiana,EBAM,N/A,PM10,19.6,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,VOC,0.9,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,VOC,4.5,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,,N/A,H2S,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,12.8,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,18.6,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,VOC,0.3,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,MiniRAE,N/A,VOC,1.1,ppm,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
June 10 2010,Air,Alabama,DataRam,N/A,PM10,18.1,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,EBAM,N/A,PM10,25.9,ug/m3,1-Hour Avg
June 10 2010,Air,,EBAM,N/A,PM10,34.8,ug/m3,1-Hour Avg
June 10 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
,,Louisiana,,N/A,PM10,42.2,ug/m3,1-Hour Avg
,Air,Louisiana,EBAM,N/A,PM10,13.9,ug/m3,1-Hour Avg
June 10 2010,Air,Alabama,AreaRae,N/A,VOC,,ppm,1-Hour Avg
