Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,WindGustDir,WindGustSpeed,WindDir9am,WindSpeed9am,Humidity9am,Pressure9am,Cloud9am,Temp9am,RainToday,RISK_MM,RainTomorrow
10-02-2008,Canberra,9.1,23.1,0,5.8,ENE,41,SSE,17,66,1013.6,1,14,No,0,No
11-02-2008,Canberra,8.9,26,0,5,NE,31,SE,7,74,1016.1,1,14.6,No,4.4,Yes
12-02-2008,Canberra,14.5,24.2,4.4,6.6,W,48,NNW,9,95,1010.8,8,15.8,Yes,11,Yes
13-02-2008,Canberra,12.6,18.2,11,3.2,ENE,30,SSE,13,81,1010,7,16.3,Yes,0.2,No
14-02-2008,Canberra,8.6,24.2,0.2,2.8,E,33,S,11,63,1017.5,1,13.7,No,0,No
15-02-2008,Canberra,10.8,25.2,0,5.6,ENE,35,SE,7,69,1020.2,1,15,No,0,No
16-02-2008,Canberra,11.2,26.1,0,7.2,ENE,39,SE,7,71,1022.9,1,15.3,No,0,No
17-02-2008,Canberra,12.1,24.1,0,7.4,ENE,46,ESE,9,64,1025.2,7,15.4,No,0,No
18-02-2008,Canberra,10.8,25.8,0,6.8,E,31,S,7,72,1021.3,5,17.2,No,0,No
19-02-2008,Canberra,11.4,27.1,0,5.6,NE,33,ESE,6,69,1017.6,1,16.9,No,0,No
20-02-2008,Canberra,12,28.9,0,7.2,ESE,39,SSE,2,78,1012.2,2,17.4,No,1.8,Yes
21-02-2008,Canberra,16.3,24.8,1.8,7.8,S,50,NNW,4,88,1011.8,7,17.5,Yes,6.6,Yes
22-02-2008,Canberra,12.7,28.6,6.6,3.2,W,50,NA,NA,78,1008.3,5,16.5,Yes,0,No
23-02-2008,Canberra,12.7,25.1,0,7.8,NW,46,WNW,20,57,1007.4,1,15.7,No,0,No
24-02-2008,Canberra,12,23.8,0,10.4,NW,44,NW,15,54,1007.9,0,15.1,No,0,No
25-02-2008,Canberra,11.5,25.9,0,5.2,ENE,44,ENE,9,70,1016.4,6,15.8,No,0,No
26-02-2008,Canberra,13,28.2,0,5,NW,44,WSW,4,74,1017.6,3,17.4,No,0,No
27-02-2008,Canberra,11.7,27.6,0,7.8,W,48,NA,NA,74,1013.6,2,17.6,No,0,No
28-02-2008,Canberra,14.8,17.3,0,7.6,SSE,48,S,13,74,1010,7,15.7,No,10.4,Yes
29-02-2008,Canberra,7.7,18.4,10.4,5.2,S,48,S,24,58,1015.5,5,10.6,Yes,0,No
01-03-2008,Canberra,4.4,21.8,0,6.2,S,35,SSE,15,60,1020.8,1,11.7,No,0,No
02-03-2008,Canberra,7.4,24.4,0,6.2,E,35,ESE,7,65,1026.3,0,12.2,No,0,No
03-03-2008,Canberra,8.3,27.3,0,5.6,E,35,ESE,6,78,1025.4,1,13.8,No,0,No
04-03-2008,Canberra,10.1,28.2,0,6,ESE,39,SSE,6,72,1021.1,1,15.6,No,0,No
05-03-2008,Canberra,12,27.6,0,6,E,46,SSE,7,69,1025.5,1,15.7,No,0,No
06-03-2008,Canberra,12.9,31.8,0,6,WSW,41,NNW,6,76,1023.9,2,17.4,No,0,No
07-03-2008,Canberra,10.8,29.2,0,8.4,E,50,NA,NA,56,1021.6,0,17.5,No,3,Yes
08-03-2008,Canberra,9.5,27.4,3,4.8,NNW,24,SSE,6,79,1024.7,1,14,Yes,0,No
09-03-2008,Canberra,12.1,27.8,0,5,E,41,SE,7,66,1024.8,0,17.8,No,0,No
10-03-2008,Canberra,12.5,31.7,0,6.6,WNW,24,ENE,6,74,1024.9,1,17.2,No,0,No
11-03-2008,Canberra,13.9,34.7,0,6.4,SSW,46,SE,11,50,1022.8,0,20.2,No,0.2,No
12-03-2008,Canberra,13.3,31.7,0.2,7.8,WNW,44,ESE,6,80,1021.6,2,17.5,No,0,No
13-03-2008,Canberra,13.2,33.1,0,8.6,ENE,39,SE,7,91,1020.9,7,16.1,No,0,No
14-03-2008,Canberra,12.3,33.8,0,7.2,W,22,SE,9,57,1022.6,0,17.9,No,0,No
15-03-2008,Canberra,13.8,35.2,0,6.4,SE,48,SE,7,47,1022.5,5,21.4,No,0,No
16-03-2008,Canberra,11.3,32.3,0,9.4,NE,28,ENE,4,44,1024.3,5,18.2,No,0,No
17-03-2008,Canberra,11.7,30.2,0,7.8,NE,33,ESE,9,73,1024.3,1,17.7,No,0,No
18-03-2008,Canberra,12.5,29.9,0,5.8,NW,43,NA,0,76,1022.7,0,16.8,No,0,No
19-03-2008,Canberra,15.1,26.2,0,9,NE,31,SE,4,59,1022.1,1,19.7,No,0,No
20-03-2008,Canberra,11.5,29.3,0,5.2,NW,46,NA,0,76,1013.8,7,17.1,No,0,No
21-03-2008,Canberra,13,14.8,0,8.2,SE,30,ESE,9,77,1017.4,7,13.3,No,0,No
22-03-2008,Canberra,11.6,19.6,0,2.8,E,33,SE,6,71,1023.6,7,14,No,0,No
23-03-2008,Canberra,12.8,24.9,0,2.4,ENE,30,NNW,6,76,1023.2,7,15.5,No,0.6,No
24-03-2008,Canberra,15.5,22.4,0.6,4.8,NW,28,SSE,6,89,1018.7,8,17.1,No,6.4,Yes
25-03-2008,Canberra,13.1,17.4,6.4,2.8,NNW,43,N,11,94,1010.2,8,16.4,Yes,19.8,Yes
26-03-2008,Canberra,12.6,20.2,19.8,2.6,W,46,NNW,17,76,1007.9,5,15.1,Yes,0,No
27-03-2008,Canberra,4.4,18.3,0,4.6,N,33,SE,7,80,1014.8,1,8.4,No,0,No
28-03-2008,Canberra,4.4,18.2,0,3.6,W,31,SE,7,78,1017.4,1,9.2,No,0,No
29-03-2008,Canberra,7.1,18.5,0,3.4,NW,57,N,9,90,1015.1,6,8.8,No,0,No
30-03-2008,Canberra,4.2,18.9,0,6.4,WNW,50,WSW,6,60,1011.2,3,11.2,No,0,No
31-03-2008,Canberra,9.6,18.8,0,6.4,WNW,57,NW,19,54,1012.7,2,13.1,No,0,No
01-04-2008,Canberra,3.5,21.8,0,6,NNW,22,ESE,7,72,1023.9,0,8.7,No,0,No
02-04-2008,Canberra,5.3,23.3,0,3.6,NNW,83,SSW,2,90,1018,1,9.5,No,2.6,Yes
03-04-2008,Canberra,7,14.3,2.6,9.6,WNW,63,NW,26,68,1010.3,1,9.1,Yes,0,No
04-04-2008,Canberra,0.4,18.9,0,4.8,N,22,NW,6,77,1021.2,0,5.2,No,0,No
05-04-2008,Canberra,3.2,21.4,0,3.2,E,26,SE,7,76,1025.2,0,8.2,No,0,No
06-04-2008,Canberra,5.9,21.8,0,2.8,E,35,SSW,7,70,1028,1,12.9,No,0,No
07-04-2008,Canberra,8.1,20.5,0,3.8,ENE,31,ESE,11,66,1027.8,1,14.9,No,0,No
08-04-2008,Canberra,6.9,18.9,0,4.2,ESE,39,SSE,15,68,1028.2,5,13.8,No,0,No
09-04-2008,Canberra,5.6,19.5,0,2.8,SW,17,S,9,69,1025.7,6,14.3,No,0,No
10-04-2008,Canberra,7.2,22.9,0,2.2,E,26,NNW,4,82,1023.1,1,14,No,0,No
11-04-2008,Canberra,7.1,23.4,0,3.4,ESE,39,SE,2,72,1021,0,12.7,No,0,No
12-04-2008,Canberra,6.1,24.1,0,4.6,WNW,35,SSW,6,75,1019.2,7,11.5,No,2,Yes
13-04-2008,Canberra,7.1,19.8,2,3.2,W,39,SSE,13,96,1018.4,5,10.7,Yes,5.2,Yes
14-04-2008,Canberra,5.6,18,5.2,3.8,S,31,SSE,9,70,1020.8,1,12.4,Yes,0,No
15-04-2008,Canberra,5.4,20.7,0,3.2,SSE,28,SSE,7,66,1027.2,1,12.3,No,0,No
16-04-2008,Canberra,6.3,19.3,0,3.4,S,31,S,9,65,1027.9,1,12.6,No,0,No
17-04-2008,Canberra,5.3,21,0,4.6,WNW,26,SSW,7,77,1027.2,7,12,No,0,No
18-04-2008,Canberra,7.9,19.7,0,3.2,ESE,48,SSE,17,58,1027.3,3,14,No,0,No
19-04-2008,Canberra,8.4,16.1,0,3,SE,35,SE,13,69,1029.5,6,13.6,No,0,No
20-04-2008,Canberra,8.1,18.7,0,4.4,ESE,33,SSE,11,66,1028.2,4,13.5,No,0,No
21-04-2008,Canberra,2.4,20.6,0,2.8,E,30,SE,9,77,1024.8,1,10.6,No,0,No
22-04-2008,Canberra,5.6,18.9,0,3.8,SE,33,SSE,13,79,1025.8,7,12.5,No,0,No
23-04-2008,Canberra,7.5,19,0,4,ENE,26,NA,0,74,1025.5,6,12.6,No,0,No
24-04-2008,Canberra,2.5,21.2,0,2,NE,28,ESE,7,82,1023.7,4,9.2,No,0,No
25-04-2008,Canberra,5,20.9,0,2,WNW,22,NA,0,84,1019.9,7,10.1,No,0.2,No
26-04-2008,Canberra,3.8,21.7,0.2,2.8,NW,44,ESE,2,99,1011.9,7,7.9,No,0,No
27-04-2008,Canberra,7.9,18.7,0,5.8,NW,59,NNW,26,68,1003.2,6,14.4,No,7.2,Yes
28-04-2008,Canberra,4.3,11.3,7.2,4.4,W,57,WNW,26,75,1006.3,3,7.1,Yes,0.2,No
29-04-2008,Canberra,-2.1,13.8,0.2,1.8,NNW,22,NA,0,69,1020.6,0,6.3,No,0,No
30-04-2008,Canberra,-1.8,14.8,0,1.4,N,28,E,2,80,1024.2,1,5.3,No,0,No
01-05-2008,Canberra,3.8,13.8,0,2.8,WNW,31,W,6,67,1020.6,7,10.5,No,0,No
02-05-2008,Canberra,2.1,17.3,0,1.6,W,43,SSW,6,81,1020,1,8.7,No,0,No
03-05-2008,Canberra,0.5,17.1,0,4,NW,31,ESE,6,74,1020.8,1,7.4,No,0,No
04-05-2008,Canberra,-0.9,16.7,0,2.4,NNW,30,SW,2,76,1022.7,5,6.2,No,0,No
05-05-2008,Canberra,0.4,19,0,3.4,NW,39,NE,2,76,1019.8,6,7.7,No,0,No
06-05-2008,Canberra,7.5,16.8,0,2.8,NW,41,W,7,70,1018,7,12.5,No,0,No
07-05-2008,Canberra,8.3,17.6,0,3.4,WNW,43,NW,17,73,1015.8,1,12.4,No,0,No
08-05-2008,Canberra,-0.2,18.1,0,4.4,NW,24,NA,0,80,1021.4,1,6.7,No,0,No
09-05-2008,Canberra,0.1,21,0,2.2,NNW,17,WNW,2,78,1023.2,0,7.6,No,0,No
10-05-2008,Canberra,1.5,20.9,0,2.4,NW,20,NW,2,80,1023.2,1,8.4,No,0,No
11-05-2008,Canberra,8.3,17.4,0,2,E,20,WSW,6,80,1024.4,7,13.5,No,0,No
12-05-2008,Canberra,9.4,19.2,0,2.2,NA,24,E,4,73,1024.2,7,12.1,No,0,No
13-05-2008,Canberra,1.3,19,0,2.2,NNW,30,SE,7,87,1024.7,1,7.9,No,0,No
14-05-2008,Canberra,2.2,18.6,0,2,NNW,31,NA,NA,84,1024.4,1,8.5,No,0,No
15-05-2008,Canberra,-0.4,17.9,0,2.4,NW,33,NNE,2,80,1023.5,1,6.8,No,1.8,Yes
16-05-2008,Canberra,4.5,16,1.8,3,NW,35,W,9,88,1017.7,7,10,Yes,1,No
17-05-2008,Canberra,7.9,12.3,1,1.8,NW,52,NNW,30,68,1006.3,7,11.3,No,0.8,No
18-05-2008,Canberra,4.3,14.1,0.8,1.6,NW,41,NNW,13,71,1008.4,6,7.9,No,0,No
19-05-2008,Canberra,-2.7,18.1,0,2.2,W,52,NA,0,85,1017.8,1,3.5,No,0,No
20-05-2008,Canberra,0.3,17,0,2.2,WNW,31,S,6,99,1021.9,8,3.8,No,0,No
21-05-2008,Canberra,3.8,17.4,0,2.6,E,24,ESE,2,81,1024.5,6,8,No,0,No
22-05-2008,Canberra,2.4,14.7,0,2.6,ESE,20,SSE,7,74,1030.4,1,5.9,No,0,No
23-05-2008,Canberra,1.2,14.8,0,2.4,SE,17,SE,11,81,1028.5,7,5.3,No,0,No
24-05-2008,Canberra,1.2,14.5,0,1.2,SE,17,SE,6,74,1026.7,0,6.5,No,0,No
25-05-2008,Canberra,-0.3,17.5,0,1.6,W,39,SE,6,81,1025.5,1,6.2,No,3.8,Yes
26-05-2008,Canberra,4.7,18.5,3.8,2,ESE,22,NNW,6,99,1026.6,7,7,Yes,5.2,Yes
27-05-2008,Canberra,4.9,18.1,5.2,1.2,NNW,22,NA,0,93,1025.7,1,8.9,Yes,0,No
28-05-2008,Canberra,1.4,16.8,0,1.6,NW,20,NA,0,91,1027.2,1,6.2,No,0.2,No
29-05-2008,Canberra,2.2,17.5,0.2,1.2,NW,20,SSE,7,92,1032.1,2,5.5,No,0,No
30-05-2008,Canberra,-0.1,18,0,2,NA,NA,N,2,83,1033.2,1,5.6,No,0,No
31-05-2008,Canberra,-0.9,18.5,0,2.2,E,22,NA,0,84,1030.2,2,4.7,No,0,No
01-06-2008,Canberra,0.6,14,0,2.2,NE,17,NA,NA,99,1032.3,7,4.6,No,0,No
02-06-2008,Canberra,4.6,15.7,0,1,NNE,15,SSE,6,85,1030.3,7,9.9,No,0.8,No
03-06-2008,Canberra,9.8,14.4,0.8,0.6,ESE,20,S,9,99,1028.5,8,12.1,No,3.8,Yes
04-06-2008,Canberra,10.6,15.1,3.8,0.2,SSE,41,SE,9,78,1028.2,8,11.5,Yes,0,No
05-06-2008,Canberra,7.8,15.1,0,2.2,S,31,SSE,6,84,1025.9,6,10.3,No,0,No
06-06-2008,Canberra,4.4,16.7,0,1.6,S,22,SE,11,74,1025.2,1,9.6,No,0,No
07-06-2008,Canberra,-0.2,15.5,0,1.4,NE,28,N,4,86,1027.6,1,4.9,No,0,No
08-06-2008,Canberra,4.3,14.5,0,2,E,30,SSE,6,76,1034.3,7,7.9,No,0,No
09-06-2008,Canberra,7.4,16.3,0,1.2,NNE,30,SSE,6,75,1031.4,7,12.1,No,6.2,Yes
10-06-2008,Canberra,8.6,13.7,6.2,2.2,NW,31,E,2,97,1027.8,8,10.3,Yes,4.8,Yes
11-06-2008,Canberra,10.2,15,4.8,0.2,NW,46,NNW,22,90,1022.9,7,12.9,Yes,0.2,No
12-06-2008,Canberra,7.3,16.4,0.2,1.2,NW,43,N,15,86,1023.7,1,11.2,No,0.6,No
13-06-2008,Canberra,8.7,13,0.6,3.2,WNW,54,W,19,82,1013.7,4,8.8,No,0,No
14-06-2008,Canberra,1,11.8,0,2.2,S,48,NW,7,73,1025.7,4,6.5,No,0,No
15-06-2008,Canberra,2.1,14.7,0,2.6,S,43,S,24,72,1029,1,9,No,0,No
16-06-2008,Canberra,6.4,16.9,0,2.6,SSW,26,SSW,17,78,1027.8,7,9.5,No,0,No
17-06-2008,Canberra,5.4,15.5,0,1.6,NNE,20,SSW,7,80,1028.6,7,9.4,No,0,No
18-06-2008,Canberra,0.4,15.5,0,1,N,13,N,6,97,1026.7,5,4,No,0,No
19-06-2008,Canberra,4,15.9,0,0.6,NNW,17,SE,6,95,1022.5,8,8.4,No,4.8,Yes
20-06-2008,Canberra,8.4,11.7,4.8,0.6,W,26,WNW,6,91,1021.2,8,9.7,Yes,0.6,No
21-06-2008,Canberra,0.4,13.9,0.6,0.8,WNW,41,E,6,99,1023,3,4.2,No,0,No
22-06-2008,Canberra,4.2,14,0,1.4,NW,33,NNW,9,74,1026.4,5,8.8,No,0,No
23-06-2008,Canberra,0.9,12.9,0,2,NW,24,W,7,92,1025.1,7,5.5,No,0,No
24-06-2008,Canberra,0.8,13,0,1.4,WNW,41,S,2,95,1028.2,8,4.3,No,0,No
25-06-2008,Canberra,4.3,12.6,0,2,NW,46,NA,0,75,1026.3,3,7.8,No,0,No
26-06-2008,Canberra,6.3,11.8,0,2.6,WNW,63,NNW,20,81,1018.7,6,7,No,0,No
27-06-2008,Canberra,3.5,14.3,0,3.4,NNW,35,N,7,71,1027.8,1,6.7,No,0,No
28-06-2008,Canberra,-1.5,14.8,0,2.2,NW,15,N,6,90,1029.1,4,2.1,No,0,No
29-06-2008,Canberra,1.2,16,0,1.4,NNW,31,S,6,84,1024.6,7,6.5,No,0,No
30-06-2008,Canberra,0.5,15.4,0,2.4,W,70,NW,22,53,1017.2,1,9.7,No,2,Yes
01-07-2008,Canberra,5.3,11.7,2,3.6,NW,78,NW,33,73,1012.1,3,6.9,Yes,0.2,No
02-07-2008,Canberra,6.6,13.1,0.2,2.8,WNW,61,NNW,31,62,1013.5,5,10.6,No,0,No
03-07-2008,Canberra,-1.6,11.5,0,2.8,N,31,ESE,7,82,1024.3,1,3,No,0,No
04-07-2008,Canberra,-3.1,12,0,1.8,ESE,35,SSW,4,80,1030.5,1,5.9,No,0,No
05-07-2008,Canberra,-0.1,14.2,0,1.4,W,13,NA,NA,81,1032.9,1,4.7,No,0,No
06-07-2008,Canberra,-0.6,14,0,1.2,NW,41,WNW,2,86,1030,5,3.7,No,0.8,No
07-07-2008,Canberra,3,11.1,0.8,1.4,W,35,NA,0,99,1024.4,7,6.3,No,16.8,Yes
08-07-2008,Canberra,2.9,9.5,16.8,1.4,NW,35,NA,0,93,1021.6,6,5.5,Yes,0,No
09-07-2008,Canberra,-1.3,8.8,0,0.8,WNW,39,NW,9,95,1020,7,1.8,No,0,No
10-07-2008,Canberra,1.8,8.7,0,1.8,NW,65,NW,31,83,1014.6,7,6,No,1.6,Yes
11-07-2008,Canberra,2.9,8.4,1.6,1.4,NW,59,NW,20,76,1016.7,7,5.5,Yes,0.2,No
12-07-2008,Canberra,-2.6,11.1,0.2,1.4,N,20,E,2,87,1027.1,1,0.8,No,0,No
13-07-2008,Canberra,0.5,11,0,1,NNW,31,NA,0,92,1024.4,7,2.8,No,0,No
14-07-2008,Canberra,2.7,16.5,0,0.6,NNW,41,SW,7,93,1021.8,5,6.7,No,0,No
15-07-2008,Canberra,-1.7,13.6,0,1.8,NNW,28,NA,NA,83,1023,1,3.9,No,0.2,No
16-07-2008,Canberra,-0.9,12.8,0.2,2,N,17,SE,6,99,1024.1,7,2.7,No,0,No
17-07-2008,Canberra,-1.8,11.5,0,0.6,NNW,41,NA,0,99,1019.7,7,1.3,No,0,No
18-07-2008,Canberra,1.3,10.6,0,0.8,NW,46,NNW,24,75,1010.8,3,7.7,No,1.2,Yes
19-07-2008,Canberra,2.4,11.6,1.2,2.2,NW,35,NNW,15,71,1016.7,1,6,Yes,0.2,No
20-07-2008,Canberra,-1.1,11,0.2,1.8,WNW,41,NA,0,92,1014.4,7,2.4,No,19.2,Yes
21-07-2008,Canberra,2.3,11.6,19.2,1.8,WNW,54,WNW,26,78,1006.9,7,7.6,Yes,0,No
22-07-2008,Canberra,-2.2,11.6,0,1.4,S,39,E,2,68,1025.7,1,3.4,No,0,No
23-07-2008,Canberra,-3.5,11.2,0,1.6,ESE,26,N,6,76,1033.5,1,3.6,No,0,No
24-07-2008,Canberra,-1,12.2,0,1.6,ESE,30,SE,7,82,1032.2,3,3.7,No,0,No
25-07-2008,Canberra,-2.1,12.9,0,1.2,S,31,SE,7,92,1025.7,2,1.4,No,0.2,No
26-07-2008,Canberra,-2,11.3,0.2,2.2,WNW,33,SE,2,88,1020,7,1.2,No,0,No
27-07-2008,Canberra,-2.3,9.7,0,1.4,SSE,28,SSE,6,92,1013.8,7,1,No,1.4,Yes
28-07-2008,Canberra,-1.6,10.7,1.4,0.8,S,59,SSW,28,74,1014.1,2,5.6,Yes,0,No
29-07-2008,Canberra,0.8,12.2,0,1.8,NA,NA,S,19,69,1020.9,3,6.5,No,0,No
30-07-2008,Canberra,-2.8,12.2,0,2.6,NNW,31,NA,0,84,1018.3,1,2.7,No,0,No
31-07-2008,Canberra,-2.8,14.1,0,2.2,WNW,48,NA,0,81,1017.3,1,3,No,1,No
01-08-2008,Canberra,3,9.7,1,2.6,W,65,NW,19,64,1005.1,8,9.6,No,6.6,Yes
02-08-2008,Canberra,4.4,11.5,6.6,2.2,WNW,57,NNW,28,67,1013.9,1,6.9,Yes,0,No
03-08-2008,Canberra,2.3,12.8,0,2.2,WNW,35,ENE,4,70,1021.2,1,7.8,No,0,No
04-08-2008,Canberra,-2,12.3,0,2.4,W,31,ESE,4,81,1020.9,1,2.6,No,0,No
05-08-2008,Canberra,-1.9,10.9,0,1.8,S,50,NA,0,78,1020.8,3,5.5,No,4,Yes
06-08-2008,Canberra,4.8,14.1,4,1.6,S,48,S,30,67,1018.2,5,8.9,Yes,0,No
07-08-2008,Canberra,-0.6,11.1,0,3,NNW,41,SE,7,89,1018.4,7,3.8,No,1.2,Yes
08-08-2008,Canberra,3.1,12.5,1.2,1.4,N,43,WNW,6,69,1019.8,6,7.6,Yes,0,No
09-08-2008,Canberra,-2.9,9.6,0,1.8,NW,43,N,6,76,1022.4,1,5.6,No,0.4,No
10-08-2008,Canberra,-3.5,7.6,0.4,2.4,NW,50,NW,30,92,1014.8,8,3.3,No,0.4,No
11-08-2008,Canberra,-0.3,9.3,0.4,1.4,N,39,NNW,9,72,1017.4,1,4.7,No,0,No
12-08-2008,Canberra,0.1,10.4,0,1.8,WNW,59,NW,22,69,1021.3,1,7,No,0,No
13-08-2008,Canberra,2.3,12.2,0,2.8,WNW,44,WNW,20,58,1024.2,1,6.5,No,0,No
14-08-2008,Canberra,2.1,10.7,0,3.4,NW,59,NNW,28,59,1022.2,1,6.2,No,0,No
15-08-2008,Canberra,4.6,14.7,0,4.4,WNW,52,WNW,28,54,1014.7,1,9.2,No,0,No
16-08-2008,Canberra,3.7,14.2,0,3,NNW,46,WNW,24,52,1012.7,1,8.7,No,0,No
17-08-2008,Canberra,-1.3,11.6,0,4,N,30,ESE,9,59,1023.3,0,4.5,No,0,No
18-08-2008,Canberra,-3.4,12.5,0,3,SSE,48,NNW,7,89,1025.2,6,1.4,No,0,No
19-08-2008,Canberra,-5.3,13.1,0,2.2,NW,33,N,4,94,1029.6,6,0.1,No,0,No
20-08-2008,Canberra,0,14,0,2.4,WNW,39,NNW,13,60,1027.3,7,7.9,No,0,No
21-08-2008,Canberra,2.4,14.1,0,3,NW,46,NNW,15,50,1021.4,8,8.6,No,0,No
22-08-2008,Canberra,-0.6,12.2,0,2.6,S,59,S,15,66,1018.5,8,6.9,No,0,No
23-08-2008,Canberra,2.3,11.6,0,5.4,S,54,SSW,30,49,1025.9,1,6.7,No,0,No
24-08-2008,Canberra,-3.7,14.4,0,2.6,NNW,22,N,2,64,1031,0,5.2,No,0,No
25-08-2008,Canberra,-0.9,14.2,0,2.6,WNW,31,SSW,7,82,1030.2,7,5.3,No,0,No
26-08-2008,Canberra,-1.5,17.3,0,2.8,NW,48,NA,0,77,1023.9,5,4.8,No,0,No
27-08-2008,Canberra,-3.3,15.1,0,3,SSW,30,SSE,9,57,1027.7,1,7.9,No,0,No
28-08-2008,Canberra,-0.1,14.7,0,3.4,ENE,30,SE,6,60,1029.9,1,7.2,No,0,No
29-08-2008,Canberra,-0.2,16.2,0,3.4,E,28,NA,0,74,1027.6,7,7.3,No,0,No
30-08-2008,Canberra,0.5,16.3,0,1.8,NNW,39,SSW,4,81,1023.7,7,6.2,No,4,Yes
31-08-2008,Canberra,6.1,17.2,4,2.2,NW,59,NW,24,89,1011.2,7,13.5,Yes,7.4,Yes
01-09-2008,Canberra,4.1,14.8,7.4,2.6,NW,46,NW,20,60,1023.2,1,8.8,Yes,0,No
02-09-2008,Canberra,0.1,16.7,0,3.8,WNW,28,ESE,2,69,1027,1,9,No,0,No
03-09-2008,Canberra,3.2,12.1,0,2.8,ESE,41,SE,17,69,1033.6,7,9.3,No,0.2,No
04-09-2008,Canberra,5.4,11.3,0.2,2.2,ENE,35,SE,11,65,1035.7,7,8.3,No,0,No
05-09-2008,Canberra,5.8,12.4,0,1.6,SE,26,SSE,13,79,1027.3,8,8.7,No,0,No
06-09-2008,Canberra,6.3,16.1,0,1.8,S,35,S,19,63,1019.7,7,10,No,0,No
07-09-2008,Canberra,-0.9,16.7,0,2.8,NW,35,WNW,7,84,1018.1,7,6.4,No,1,No
08-09-2008,Canberra,0.2,15.5,1,2.4,SE,31,NA,0,79,1020.6,1,7.2,No,0,No
09-09-2008,Canberra,-3.7,14.7,0,3.4,SSE,43,SE,9,53,1025.8,0,5.5,No,0,No
10-09-2008,Canberra,-2.7,15.2,0,4,N,30,SW,6,62,1022.8,1,6.3,No,0,No
11-09-2008,Canberra,-2.5,16.6,0,3,NW,31,NE,4,68,1018.8,1,6,No,0,No
12-09-2008,Canberra,-0.5,21.6,0,5,NW,48,NNE,9,44,1014.6,7,11.9,No,0,No
13-09-2008,Canberra,9,25.5,0,5.6,NW,50,N,20,47,1015.3,3,17.5,No,9.8,Yes
14-09-2008,Canberra,13.1,19.4,9.8,8.8,NNW,67,N,39,71,1007.3,7,16.7,Yes,1.6,Yes
15-09-2008,Canberra,8.7,19.7,1.6,5.2,NW,98,NW,31,63,1009.1,3,15.6,Yes,3.4,Yes
16-09-2008,Canberra,3.9,13.2,3.4,6.6,WNW,65,WNW,26,53,1017,3,7.1,Yes,0,No
17-09-2008,Canberra,0.7,14.1,0,5.6,ENE,20,SSW,6,69,1026.7,7,7.4,No,0,No
18-09-2008,Canberra,1.1,18,0,1.6,NNW,39,NNW,2,82,1021,4,7,No,0,No
19-09-2008,Canberra,5.1,23.3,0,3.6,NW,44,N,9,54,1016.4,1,16.4,No,0,No
20-09-2008,Canberra,7.5,23.3,0,6.8,WNW,65,N,15,46,1012.5,1,18.3,No,0,No
21-09-2008,Canberra,4.7,19.5,0,10,NNW,46,NNE,13,42,1018.7,1,14.5,No,0,No
22-09-2008,Canberra,3.2,21.9,0,6.8,NW,80,SSE,2,51,1012.1,1,15.9,No,17.4,Yes
23-09-2008,Canberra,7.8,16.2,17.4,6.4,NW,50,NW,15,73,1016.7,7,8,Yes,0,No
24-09-2008,Canberra,2.4,17.3,0,2.2,E,31,SSE,4,67,1030.5,1,10.7,No,0,No
25-09-2008,Canberra,3.2,18.7,0,2.6,N,31,E,4,70,1032.2,1,11,No,0,No
26-09-2008,Canberra,2.5,20.9,0,3.6,NNW,44,NW,20,48,1025.4,2,15.4,No,0,No
27-09-2008,Canberra,6.5,25.7,0,4.8,NNW,50,NNW,2,62,1022.8,5,15.9,No,0,No
28-09-2008,Canberra,14.4,24.3,0,9.4,WNW,52,NW,31,36,1010.5,1,20.4,No,0,No
29-09-2008,Canberra,4.9,18.9,0,9.6,NW,44,S,6,41,1015.2,2,14.9,No,0,No
30-09-2008,Canberra,2.3,16.8,0,4.8,N,41,NNW,6,52,1019.8,2,9.8,No,0,No
01-10-2008,Canberra,1.4,20.6,0,5.4,N,46,SW,6,56,1020.8,5,11.3,No,0,No
02-10-2008,Canberra,5.6,27.6,0,5.2,NW,46,NNW,15,44,1017.7,0,19,No,0,No
03-10-2008,Canberra,16.8,28.9,0,10,NNW,70,NW,31,44,1016.3,1,22.5,No,7.6,Yes
04-10-2008,Canberra,14.4,20.7,7.6,9.4,NNW,33,NNW,20,94,1015.5,8,14.5,Yes,3,Yes
05-10-2008,Canberra,10.3,21.3,3,4.2,NNW,43,ENE,7,79,1018.1,8,11.7,Yes,0,No
06-10-2008,Canberra,11.2,18,0,4.8,W,65,N,24,65,1009.5,5,12.8,No,8.2,Yes
07-10-2008,Canberra,0.3,16,8.2,5.4,NW,57,NNW,11,68,1016.8,1,6.9,Yes,0,No
08-10-2008,Canberra,0.5,17.9,0,5.8,N,44,NNE,2,72,1019.1,0,7.2,No,0,No
09-10-2008,Canberra,0.5,20,0,6.2,NNW,31,S,2,69,1026.2,0,8.1,No,0,No
10-10-2008,Canberra,4.6,22,0,4.4,N,41,NNW,6,82,1028.8,1,10,No,0,No
11-10-2008,Canberra,8.2,22.4,0,5.4,NW,31,SSW,2,70,1027.8,1,13.6,No,0,No
12-10-2008,Canberra,4.5,23.9,0,4.8,NW,30,ENE,4,67,1025.8,0,12.6,No,0,No
13-10-2008,Canberra,6.7,26.1,0,6.2,SSW,70,NE,6,56,1020.9,4,16.3,No,13.2,Yes
